"anio","ciiu_rev3_2d","rama_de_actividad","descripcion_corta","salario_respecto_media"
"2024","34","Automotores","Vehículos automotores","70.1054493895144"
"1995","35","Otros equipo de transporte","Equipos de transporte","23.2846579440518"
"1996","35","Otros equipo de transporte","Equipos de transporte","4.22003170315772"
"1997","35","Otros equipo de transporte","Equipos de transporte","3.886165875904"
"1998","35","Otros equipo de transporte","Equipos de transporte","4.26642092421357"
"1999","35","Otros equipo de transporte","Equipos de transporte","4.06872799210946"
"2000","35","Otros equipo de transporte","Equipos de transporte","2.37102897766961"
"2001","35","Otros equipo de transporte","Equipos de transporte","3.82788381413885"
"2002","35","Otros equipo de transporte","Equipos de transporte","-0.342388929587172"
"2003","35","Otros equipo de transporte","Equipos de transporte","1.44137277125876"
"2004","35","Otros equipo de transporte","Equipos de transporte","3.28664698488306"
"2005","35","Otros equipo de transporte","Equipos de transporte","4.32264604810996"
"2006","35","Otros equipo de transporte","Equipos de transporte","6.34455493314798"
"2007","35","Otros equipo de transporte","Equipos de transporte","9.32881575900267"
"2008","35","Otros equipo de transporte","Equipos de transporte","8.89034175783568"
"2009","35","Otros equipo de transporte","Equipos de transporte","9.12972623305242"
"2010","35","Otros equipo de transporte","Equipos de transporte","14.6997071222161"
"2011","35","Otros equipo de transporte","Equipos de transporte","12.7090230548568"
"2012","35","Otros equipo de transporte","Equipos de transporte","7.73005459426437"
"2013","35","Otros equipo de transporte","Equipos de transporte","7.95254450213187"
"2014","35","Otros equipo de transporte","Equipos de transporte","6.30646731304464"
"2015","35","Otros equipo de transporte","Equipos de transporte","6.45067780800932"
"2016","35","Otros equipo de transporte","Equipos de transporte","5.47707601709316"
"2017","35","Otros equipo de transporte","Equipos de transporte","3.74598270455886"
"2018","35","Otros equipo de transporte","Equipos de transporte","0.240914789721127"
"2019","35","Otros equipo de transporte","Equipos de transporte","1.42039777938138"
"2020","35","Otros equipo de transporte","Equipos de transporte","-3.70125027665657"
"2021","35","Otros equipo de transporte","Equipos de transporte","-0.970491619140158"
"2022","35","Otros equipo de transporte","Equipos de transporte","-1.92050811019113"
"2023","35","Otros equipo de transporte","Equipos de transporte","0.314099336872797"
"2024","35","Otros equipo de transporte","Equipos de transporte","-3.19724253601244"
"1995","36","Muebles","Muebles y otras manufacturas","-33.5034703438622"
"1996","36","Muebles","Muebles y otras manufacturas","-31.0002764011766"
"1997","36","Muebles","Muebles y otras manufacturas","-28.9580956055092"
"1998","36","Muebles","Muebles y otras manufacturas","-27.2773418313248"
"1999","36","Muebles","Muebles y otras manufacturas","-27.9440055777886"
"2000","36","Muebles","Muebles y otras manufacturas","-28.419503819374"
"2001","36","Muebles","Muebles y otras manufacturas","-28.6771954395181"
"2002","36","Muebles","Muebles y otras manufacturas","-31.3717030078428"
"2003","36","Muebles","Muebles y otras manufacturas","-22.9691326958245"
"2004","36","Muebles","Muebles y otras manufacturas","-17.8462165492375"
"2005","36","Muebles","Muebles y otras manufacturas","-15.5171804265712"
"2006","36","Muebles","Muebles y otras manufacturas","-14.920638788778"
"2007","36","Muebles","Muebles y otras manufacturas","-13.9328767030761"
"2008","36","Muebles","Muebles y otras manufacturas","-15.3226078631177"
"2009","36","Muebles","Muebles y otras manufacturas","-17.2725898055467"
"2010","36","Muebles","Muebles y otras manufacturas","-14.5576683697395"
"2011","36","Muebles","Muebles y otras manufacturas","-14.1070244529096"
"2012","36","Muebles","Muebles y otras manufacturas","-14.2195909373808"
"2013","36","Muebles","Muebles y otras manufacturas","-14.4182200505491"
"2014","36","Muebles","Muebles y otras manufacturas","-15.9899114750284"
"2015","36","Muebles","Muebles y otras manufacturas","-14.8606985837191"
"2016","36","Muebles","Muebles y otras manufacturas","-15.8673143626039"
"2017","36","Muebles","Muebles y otras manufacturas","-14.2026421045786"
"2018","36","Muebles","Muebles y otras manufacturas","-15.3641599751627"
"2019","36","Muebles","Muebles y otras manufacturas","-18.6031563869231"
"2020","36","Muebles","Muebles y otras manufacturas","-19.5568396873516"
"2021","36","Muebles","Muebles y otras manufacturas","-18.096711036504"
"2022","36","Muebles","Muebles y otras manufacturas","-18.0667797416422"
"2023","36","Muebles","Muebles y otras manufacturas","-17.7410738435794"
"2024","36","Muebles","Muebles y otras manufacturas","-18.7363697068331"
"1995","37","Reciclamiento de desperdicios y desechos","Reciclamiento","2.47960567609672"
"1996","37","Reciclamiento de desperdicios y desechos","Reciclamiento","11.3281471392764"
"1997","37","Reciclamiento de desperdicios y desechos","Reciclamiento","8.95364745036621"
"1998","37","Reciclamiento de desperdicios y desechos","Reciclamiento","1.89861014514234"
"1999","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-0.321542961442981"
"2000","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-6.20513317109445"
"2001","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-9.68691839137721"
"2002","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-9.78618019046798"
"2003","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-5.83371323529413"
"2004","37","Reciclamiento de desperdicios y desechos","Reciclamiento","0.453028182990971"
"2005","37","Reciclamiento de desperdicios y desechos","Reciclamiento","4.21937512425094"
"2006","37","Reciclamiento de desperdicios y desechos","Reciclamiento","2.81813760594396"
"2007","37","Reciclamiento de desperdicios y desechos","Reciclamiento","2.34339741981551"
"2008","37","Reciclamiento de desperdicios y desechos","Reciclamiento","2.96280475833212"
"2009","37","Reciclamiento de desperdicios y desechos","Reciclamiento","0.324388335902681"
"2010","37","Reciclamiento de desperdicios y desechos","Reciclamiento","8.70344436451487"
"2011","37","Reciclamiento de desperdicios y desechos","Reciclamiento","13.7239119635763"
"2012","37","Reciclamiento de desperdicios y desechos","Reciclamiento","14.1847921775468"
"2013","37","Reciclamiento de desperdicios y desechos","Reciclamiento","14.6322412639771"
"2014","37","Reciclamiento de desperdicios y desechos","Reciclamiento","16.6674188979284"
"2015","37","Reciclamiento de desperdicios y desechos","Reciclamiento","14.5323542699519"
"2016","37","Reciclamiento de desperdicios y desechos","Reciclamiento","6.95490565395325"
"2017","37","Reciclamiento de desperdicios y desechos","Reciclamiento","8.41968711733884"
"2018","37","Reciclamiento de desperdicios y desechos","Reciclamiento","4.93539379378402"
"2019","37","Reciclamiento de desperdicios y desechos","Reciclamiento","9.21378834402003"
"2020","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-4.84457575035404"
"2021","37","Reciclamiento de desperdicios y desechos","Reciclamiento","0.355276354188791"
"2022","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-0.428247573782921"
"2023","37","Reciclamiento de desperdicios y desechos","Reciclamiento","-0.849738407743516"
"2024","37","Reciclamiento de desperdicios y desechos","Reciclamiento","2.29126741341349"
"1995","99","Promedio industria","Promedio industria","14.2816825088618"
"1996","99","Promedio industria","Promedio industria","18.1989859567601"
"1997","99","Promedio industria","Promedio industria","18.8458703763416"
"1998","99","Promedio industria","Promedio industria","18.7693114574663"
"1999","99","Promedio industria","Promedio industria","18.9882889113109"
"2000","99","Promedio industria","Promedio industria","19.6680862570135"
"2001","99","Promedio industria","Promedio industria","19.177120601422"
"2002","99","Promedio industria","Promedio industria","21.2919072653624"
"2003","99","Promedio industria","Promedio industria","24.3018515696434"
"2004","99","Promedio industria","Promedio industria","24.8031821640038"
"2005","99","Promedio industria","Promedio industria","25.7739058816847"
"2006","99","Promedio industria","Promedio industria","24.542199428735"
"2007","99","Promedio industria","Promedio industria","23.7649079470455"
"2008","99","Promedio industria","Promedio industria","21.3505332034385"
"2009","99","Promedio industria","Promedio industria","19.7170516546678"
"2010","99","Promedio industria","Promedio industria","23.0113699137988"
"2011","99","Promedio industria","Promedio industria","21.8689288350242"
"2012","99","Promedio industria","Promedio industria","21.5757049070306"
"2013","99","Promedio industria","Promedio industria","21.5559305804095"
"2014","99","Promedio industria","Promedio industria","19.8102286633152"
"2015","99","Promedio industria","Promedio industria","19.5723806315858"
"2016","99","Promedio industria","Promedio industria","19.4381751872685"
"2017","99","Promedio industria","Promedio industria","19.3054012895871"
"2018","99","Promedio industria","Promedio industria","17.8414071334692"
"2019","99","Promedio industria","Promedio industria","16.3132236898615"
"2020","99","Promedio industria","Promedio industria","15.5165633116936"
"2021","99","Promedio industria","Promedio industria","17.2969862893869"
"2022","99","Promedio industria","Promedio industria","16.5202380778906"
"2023","99","Promedio industria","Promedio industria","15.6373341752554"
"2024","99","Promedio industria","Promedio industria","17.3235991658065"
