"anio","provincia_id","provincia","prop"
"2003","50","Mendoza","0.0423"
"2004","50","Mendoza","0.0410934277998698"
"2005","50","Mendoza","0.0398621830020933"
"2006","50","Mendoza","0.03967563874856"
"2007","50","Mendoza","0.0385665213095501"
"2008","50","Mendoza","0.0388800794015807"
"2009","50","Mendoza","0.0399259004547356"
"2010","50","Mendoza","0.037452249963358"
"2011","50","Mendoza","0.0386651559632765"
"2012","50","Mendoza","0.0400429514346513"
"2013","50","Mendoza","0.039841173577493"
"2014","50","Mendoza","0.0400721841833436"
"2015","50","Mendoza","0.0411238338035306"
"2016","50","Mendoza","0.0408509653899385"
"2017","50","Mendoza","0.0400650273230252"
"2018","50","Mendoza","0.0413022306342302"
"2019","50","Mendoza","0.0428201214490667"
"2020","50","Mendoza","0.0409429033985678"
"2021","50","Mendoza","0.0390235695972071"
"2022","50","Mendoza","0.0377033787760468"
"2023","50","Mendoza","0.0374872641348137"
"1913","54","Misiones","0.0039"
"1935","54","Misiones","0.0016"
"1946","54","Misiones","0.0027"
"1953","54","Misiones","0.003"
"1963","54","Misiones","0.0044"
"1973","54","Misiones","0.0054"
"1984","54","Misiones","0.0082"
"1993","54","Misiones","0.0058"
"2003","54","Misiones","0.0139"
"2004","54","Misiones","0.0142613824950152"
"2005","54","Misiones","0.0138432199592695"
"2006","54","Misiones","0.013682955135168"
"2007","54","Misiones","0.0131726412138465"
"2008","54","Misiones","0.0123529496293537"
"2009","54","Misiones","0.0119728448649232"
"2010","54","Misiones","0.0115794039263321"
"2011","54","Misiones","0.0113012043300401"
"2012","54","Misiones","0.011388226056577"
"2013","54","Misiones","0.0112983969988536"
"2014","54","Misiones","0.011550430546205"
"2015","54","Misiones","0.0112461066286471"
"2016","54","Misiones","0.011105845856341"
"2017","54","Misiones","0.011071812170579"
"2018","54","Misiones","0.0115444173009298"
"2019","54","Misiones","0.0123580862870218"
"2020","54","Misiones","0.0139240106821122"
"2021","54","Misiones","0.0129739265598872"
"2022","54","Misiones","0.0125351218666028"
"2023","54","Misiones","0.0124311252438667"
"1913","58","Neuquén","0.0007"
"1935","58","Neuquén","0.0005"
"1946","58","Neuquén","0.0012"
"1953","58","Neuquén","0.0009"
"1963","58","Neuquén","0.0021"
"1973","58","Neuquén","0.0027"
"1984","58","Neuquén","0.0051"
"1993","58","Neuquén","0.0036"
"2003","58","Neuquén","0.0072"
"2004","58","Neuquén","0.00736387064963277"
"2005","58","Neuquén","0.00751417233870678"
"2006","58","Neuquén","0.00792703276053724"
"2007","58","Neuquén","0.00795675854037268"
"2008","58","Neuquén","0.0074537615435502"
"2009","58","Neuquén","0.00724297981115608"
"2010","58","Neuquén","0.00747432340441031"
"2011","58","Neuquén","0.00735217106682997"
"2012","58","Neuquén","0.00722066168897543"
"2013","58","Neuquén","0.00731003251053537"
"2014","58","Neuquén","0.00747100292748322"
"2015","58","Neuquén","0.00748237197111843"
"2016","58","Neuquén","0.00739336420331094"
"2017","58","Neuquén","0.0067332551986841"
"2018","58","Neuquén","0.00683966400300608"
"2019","58","Neuquén","0.00734039387705795"
"2020","58","Neuquén","0.00798377623684904"
"2021","58","Neuquén","0.00847777985377216"
"2022","58","Neuquén","0.00868001829221308"
"2023","58","Neuquén","0.00906847584801955"
"1913","62","Río Negro","0.0006"
"1935","62","Río Negro","0.0027"
"1946","62","Río Negro","0.0037"
"1953","62","Río Negro","0.0044"
"1963","62","Río Negro","0.0046"
"1973","62","Río Negro","0.0047"
"1984","62","Río Negro","0.0047"
"1993","62","Río Negro","0.0039"
"2003","62","Río Negro","0.0043"
"2004","62","Río Negro","0.00463181142491494"
"2005","62","Río Negro","0.00449600359046446"
"2006","62","Río Negro","0.00445479197435647"
"2007","62","Río Negro","0.0046248188594539"
"2008","62","Río Negro","0.00468345286269941"
"2009","62","Río Negro","0.00474232587846558"
"2010","62","Río Negro","0.00438390055934196"
"2011","62","Río Negro","0.00441627548937183"
"2012","62","Río Negro","0.00433504244038424"
"2013","62","Río Negro","0.0045247402494485"
"2014","62","Río Negro","0.00460756154410596"
"2015","62","Río Negro","0.00482329510180826"
"2016","62","Río Negro","0.00477693468400404"
"2017","62","Río Negro","0.00481374763507282"
"2018","62","Río Negro","0.00524057931588546"
"2019","62","Río Negro","0.00546403625511688"
"2020","62","Río Negro","0.00558120182975218"
"2021","62","Río Negro","0.00505001628466092"
"2022","62","Río Negro","0.00501928816217511"
"2023","62","Río Negro","0.00501306648904549"
"1913","66","Salta","0.0052"
"1935","66","Salta","0.0064"
"1946","66","Salta","0.0077"
"1953","66","Salta","0.0126"
"1963","66","Salta","0.0166"
"1973","66","Salta","0.0104"
"1984","66","Salta","0.0142"
"1993","66","Salta","0.006"
"2003","66","Salta","0.0084"
"2004","66","Salta","0.010187825417506"
"2005","66","Salta","0.00996390603276692"
"2006","66","Salta","0.009854957566234"
"2007","66","Salta","0.0100407748077623"
"2008","66","Salta","0.0099416350112512"
"2009","66","Salta","0.00967703978763938"
"2010","66","Salta","0.0096922522136709"
"2011","66","Salta","0.0102371236273843"
"2012","66","Salta","0.0105598878562866"
"2013","66","Salta","0.0102337900242273"
"2014","66","Salta","0.0105472112549484"
"2015","66","Salta","0.0108687603715807"
"2016","66","Salta","0.0106351278684352"
"2017","66","Salta","0.0110642549415126"
"2018","66","Salta","0.011778124905934"
"2019","66","Salta","0.0124491765740658"
"2020","66","Salta","0.0120525431465097"
"2021","66","Salta","0.0110850481902799"
"2022","66","Salta","0.0106839688641034"
"2023","66","Salta","0.0110123923949473"
"1913","70","San Juan","0.0138"
"1935","70","San Juan","0.0042"
"1946","70","San Juan","0.0071"
"1953","70","San Juan","0.0061"
"1963","70","San Juan","0.0058"
"1973","70","San Juan","0.0088"
"1984","70","San Juan","0.0049"
"1993","70","San Juan","0.0102"
"2003","70","San Juan","0.0103"
"2004","70","San Juan","0.0124906748820206"
"2005","70","San Juan","0.0123840843668618"
"2006","70","San Juan","0.0123888693502385"
"2007","70","San Juan","0.0124446034869014"
"2008","70","San Juan","0.0124848360090807"
"2009","70","San Juan","0.0127487195248835"
"2010","70","San Juan","0.0123805789817086"
"2011","70","San Juan","0.012278397987989"
"2012","70","San Juan","0.012419067160454"
"2013","70","San Juan","0.0119510301611335"
"2014","70","San Juan","0.012258620016911"
"2015","70","San Juan","0.0119309815418906"
"2016","70","San Juan","0.0117391816155034"
"2017","70","San Juan","0.0114227819941326"
"2018","70","San Juan","0.0117013764672233"
"2019","70","San Juan","0.0118971672754327"
"2020","70","San Juan","0.0116462264054138"
"2021","70","San Juan","0.0114204985803875"
"2022","70","San Juan","0.0113159367390319"
"2023","70","San Juan","0.0108884633682644"
"1913","74","San Luis","0.005"
"1935","74","San Luis","0.0032"
"1946","74","San Luis","0.0021"
"1953","74","San Luis","0.0019"
"1963","74","San Luis","0.0014"
"1973","74","San Luis","0.0018"
"1984","74","San Luis","0.0051"
"1993","74","San Luis","0.0275"
"2003","74","San Luis","0.0273"
"2004","74","San Luis","0.023249040608772"
"2005","74","San Luis","0.0222183734026393"
"2006","74","San Luis","0.0213372172351266"
"2007","74","San Luis","0.0203828708196386"
"2008","74","San Luis","0.0199905223206482"
"2009","74","San Luis","0.0198060154751465"
"2010","74","San Luis","0.0195790981910867"
"2011","74","San Luis","0.0193855159098851"
"2012","74","San Luis","0.0194393638633768"
"2013","74","San Luis","0.0199376746941961"
"2014","74","San Luis","0.01961510543898"
"2015","74","San Luis","0.0194089863993856"
"2016","74","San Luis","0.0194785575820486"
"2017","74","San Luis","0.0186940659545802"
"2018","74","San Luis","0.0184885282094391"
"2019","74","San Luis","0.0184484951880308"
"2020","74","San Luis","0.0181251805630428"
"2021","74","San Luis","0.0193315810221517"
"2022","74","San Luis","0.0188255264414892"
"2023","74","San Luis","0.0188775933754059"
"1913","78","Santa Cruz","0.0006"
"1935","78","Santa Cruz","0.0016"
"1946","78","Santa Cruz","0.0009"
"1953","78","Santa Cruz","0.001"
"1963","78","Santa Cruz","0.0006"
"1973","78","Santa Cruz","0.0005"
"1984","78","Santa Cruz","0.0007"
"1993","78","Santa Cruz","0.001"
"2003","78","Santa Cruz","0.0018"
"2004","78","Santa Cruz","0.00191644582046665"
"2005","78","Santa Cruz","0.00195430502293457"
"2006","78","Santa Cruz","0.00188788334605386"
"2007","78","Santa Cruz","0.00186257403039784"
"2008","78","Santa Cruz","0.00194477472497111"
"2009","78","Santa Cruz","0.00201023878779656"
"2010","78","Santa Cruz","0.00188217206697489"
"2011","78","Santa Cruz","0.0019527885780656"
"2012","78","Santa Cruz","0.00199435617826874"
"2013","78","Santa Cruz","0.00198874100368835"
"2014","78","Santa Cruz","0.00202175813193728"
"2015","78","Santa Cruz","0.00214052244876151"
"2016","78","Santa Cruz","0.00215373348713247"
"2017","78","Santa Cruz","0.00215982382039472"
"2018","78","Santa Cruz","0.00215147017010887"
"2019","78","Santa Cruz","0.00226136970386976"
"2020","78","Santa Cruz","0.00228711002014436"
"2021","78","Santa Cruz","0.00192793353759488"
"2022","78","Santa Cruz","0.00198510593189061"
"2023","78","Santa Cruz","0.00193656935929063"
"1913","82","Santa Fe","0.1059"
"1935","82","Santa Fe","0.0874"
"1946","82","Santa Fe","0.0719"
"1953","82","Santa Fe","0.0741"
"1963","82","Santa Fe","0.0891"
"1973","82","Santa Fe","0.0972"
"1984","82","Santa Fe","0.0817"
"1993","82","Santa Fe","0.0594"
"2003","82","Santa Fe","0.1012"
"2004","82","Santa Fe","0.0987866378322156"
"2005","82","Santa Fe","0.098978692257703"
"2006","82","Santa Fe","0.0978846460243"
"2007","82","Santa Fe","0.0979898329931082"
"2008","82","Santa Fe","0.0991434813132805"
"2009","82","Santa Fe","0.095600519308799"
"2010","82","Santa Fe","0.0956444929566128"
"2011","82","Santa Fe","0.0948985778159416"
"2012","82","Santa Fe","0.093167393400984"
"2013","82","Santa Fe","0.0933064429103442"
"2014","82","Santa Fe","0.0932286643276675"
"2015","82","Santa Fe","0.0920934171572649"
"2016","82","Santa Fe","0.0929026945454187"
"2017","82","Santa Fe","0.0944226015111327"
"2018","82","Santa Fe","0.0948033556507726"
"2019","82","Santa Fe","0.0951102569427515"
"2020","82","Santa Fe","0.100072758636452"
"2021","82","Santa Fe","0.102785899532558"
"2022","82","Santa Fe","0.10356141474984"
"2023","82","Santa Fe","0.103113501965225"
"1913","86","Santiago del Estero","0.0172"
"1935","86","Santiago del Estero","0.0063"
"1946","86","Santiago del Estero","0.009"
"1953","86","Santiago del Estero","0.0061"
"1963","86","Santiago del Estero","0.0017"
"1973","86","Santiago del Estero","0.0022"
"1984","86","Santiago del Estero","0.002"
"1993","86","Santiago del Estero","0.0019"
"2003","86","Santiago del Estero","0.0018"
"2004","86","Santiago del Estero","0.0068958281414884"
"2005","86","Santiago del Estero","0.00626079081814239"
"2006","86","Santiago del Estero","0.00778239401543904"
"2007","86","Santiago del Estero","0.00809652724760155"
"2008","86","Santiago del Estero","0.00814931659400399"
"2009","86","Santiago del Estero","0.00813394283519381"
"2010","86","Santiago del Estero","0.00782570042809223"
"2011","86","Santiago del Estero","0.0069351920216002"
"2012","86","Santiago del Estero","0.00799926781082076"
"2013","86","Santiago del Estero","0.0103384188691713"
"2014","86","Santiago del Estero","0.0116765831066719"
"2015","86","Santiago del Estero","0.0117447723225614"
"2016","86","Santiago del Estero","0.0121785861904955"
"2017","86","Santiago del Estero","0.0116514278827069"
"2018","86","Santiago del Estero","0.00937749247836967"
"2019","86","Santiago del Estero","0.00913570861667607"
"2020","86","Santiago del Estero","0.0079969274291768"
"2021","86","Santiago del Estero","0.00834797136322556"
"2022","86","Santiago del Estero","0.00839859252256129"
"2023","86","Santiago del Estero","0.00819166336942577"
"1913","90","Tucumán","0.073"
"1935","90","Tucumán","0.0461"
"1946","90","Tucumán","0.0203"
"1953","90","Tucumán","0.0214"
"1963","90","Tucumán","0.0202"
"1973","90","Tucumán","0.0256"
"1984","90","Tucumán","0.0296"
"1993","90","Tucumán","0.0116"
"2003","90","Tucumán","0.0129"
"2004","90","Tucumán","0.013802942232581"
"2005","90","Tucumán","0.0134286306653372"
"2006","90","Tucumán","0.0130647193147621"
"2007","90","Tucumán","0.0131254461153535"
"2008","90","Tucumán","0.0134031304064202"
"2009","90","Tucumán","0.0134673900665051"
"2010","90","Tucumán","0.0131903499496399"
"2011","90","Tucumán","0.0134105680565103"
"2012","90","Tucumán","0.0134044753464755"
"2013","90","Tucumán","0.0129979819069882"
"2014","90","Tucumán","0.0132252180817715"
"2015","90","Tucumán","0.0134137114766764"
"2016","90","Tucumán","0.0137865119301332"
"2017","90","Tucumán","0.0138419964977779"
"2018","90","Tucumán","0.0144328840476992"
"2019","90","Tucumán","0.0150443404635939"
"2020","90","Tucumán","0.0154004775910082"
"2021","90","Tucumán","0.0146965059874646"
"2022","90","Tucumán","0.0141159823453038"
"2023","90","Tucumán","0.0135635869621908"
"1913","94","Tierra del Fuego","0.0001"
"1935","94","Tierra del Fuego","0.0007"
"1946","94","Tierra del Fuego","0.0003"
"1953","94","Tierra del Fuego","0.0005"
"1963","94","Tierra del Fuego","0.0003"
"1973","94","Tierra del Fuego","0.0004"
"1984","94","Tierra del Fuego","0.0118"
"1993","94","Tierra del Fuego","0.009"
"2003","94","Tierra del Fuego","0.0082"
