"geocodigoFundar","geonombreFundar","tipo_carne","valor"
"MAR","Marruecos","pescado_mariscos","16.70000"
"MAR","Marruecos","porcina","0.02000"
"MAR","Marruecos","vacuna","7.01000"
"MDA","Moldavia","aviar","27.06000"
"MDA","Moldavia","caprina_ovina","0.00000"
"MDA","Moldavia","otras_carnes","0.34000"
"MDA","Moldavia","pescado_mariscos","19.47000"
"MDA","Moldavia","porcina","12.06000"
"MDA","Moldavia","vacuna","1.05000"
"MDG","Madagascar","aviar","2.91000"
"MDG","Madagascar","caprina_ovina","0.19000"
"MDG","Madagascar","otras_carnes","0.27000"
"MDG","Madagascar","pescado_mariscos","3.66000"
"MDG","Madagascar","porcina","1.01000"
"MDG","Madagascar","vacuna","0.96000"
"MDV","Maldivas","aviar","17.50000"
"MDV","Maldivas","caprina_ovina","2.04000"
"MDV","Maldivas","otras_carnes","0.20000"
"MDV","Maldivas","pescado_mariscos","79.74000"
"MDV","Maldivas","porcina","0.82000"
"MDV","Maldivas","vacuna","9.06000"
"MEX","México","aviar","38.58000"
"MEX","México","caprina_ovina","0.86000"
"MEX","México","otras_carnes","0.58000"
"MEX","México","pescado_mariscos","13.54000"
"MEX","México","porcina","22.41000"
"MEX","México","vacuna","15.78000"
"MHL","Islas Marshall","aviar","74.21000"
"MHL","Islas Marshall","caprina_ovina","1.04000"
"MHL","Islas Marshall","otras_carnes","0.40000"
"MHL","Islas Marshall","pescado_mariscos","44.56000"
"MHL","Islas Marshall","porcina","31.54000"
"MHL","Islas Marshall","vacuna","18.49000"
"MKD","Macedonia del Norte","aviar","22.63000"
"MKD","Macedonia del Norte","caprina_ovina","1.10000"
"MKD","Macedonia del Norte","otras_carnes","0.51000"
"MKD","Macedonia del Norte","pescado_mariscos","8.01000"
"MKD","Macedonia del Norte","porcina","17.28000"
"MKD","Macedonia del Norte","vacuna","9.95000"
"MLT","Malta","aviar","27.24000"
"MLT","Malta","caprina_ovina","0.96000"
"MLT","Malta","otras_carnes","1.23000"
"MLT","Malta","pescado_mariscos","31.09000"
"MLT","Malta","porcina","24.14000"
"MLT","Malta","vacuna","18.21000"
"MMR","Myanmar","aviar","12.09000"
"MMR","Myanmar","caprina_ovina","0.22000"
"MMR","Myanmar","otras_carnes","0.00000"
"MMR","Myanmar","pescado_mariscos","40.34000"
"MMR","Myanmar","porcina","5.91000"
"MMR","Myanmar","vacuna","2.65000"
"MNE","Montenegro","aviar","21.90000"
"MNE","Montenegro","caprina_ovina","1.62000"
"MNE","Montenegro","otras_carnes","0.03000"
"MNE","Montenegro","pescado_mariscos","11.93000"
"MNE","Montenegro","porcina","58.97000"
"MNE","Montenegro","vacuna","14.34000"
"MNG","Mongolia","aviar","7.65000"
"MNG","Mongolia","caprina_ovina","69.40000"
"MNG","Mongolia","otras_carnes","23.61000"
"MNG","Mongolia","pescado_mariscos","1.04000"
"MNG","Mongolia","porcina","2.20000"
"MNG","Mongolia","vacuna","33.28000"
"MOZ","Mozambique","aviar","6.09000"
"MOZ","Mozambique","caprina_ovina","0.12000"
"MOZ","Mozambique","otras_carnes","0.01000"
"MOZ","Mozambique","pescado_mariscos","12.88000"
"MOZ","Mozambique","porcina","3.37000"
"MOZ","Mozambique","vacuna","0.75000"
"MRT","Mauritania","aviar","11.31000"
"MRT","Mauritania","caprina_ovina","12.57000"
"MRT","Mauritania","otras_carnes","6.31000"
"MRT","Mauritania","pescado_mariscos","7.59000"
"MRT","Mauritania","porcina","0.00000"
"MRT","Mauritania","vacuna","6.34000"
"MUS","Mauricio","aviar","49.13000"
"MUS","Mauricio","caprina_ovina","2.88000"
"MUS","Mauricio","otras_carnes","0.71000"
"MUS","Mauricio","pescado_mariscos","29.40000"
"MUS","Mauricio","porcina","4.27000"
"MUS","Mauricio","vacuna","7.56000"
"MWI","Malawi","aviar","4.66000"
"MWI","Malawi","caprina_ovina","2.91000"
"MWI","Malawi","otras_carnes","0.00000"
"MWI","Malawi","pescado_mariscos","8.77000"
"MWI","Malawi","porcina","17.43000"
"MWI","Malawi","vacuna","3.23000"
"MYS","Malasia","aviar","51.90000"
"MYS","Malasia","caprina_ovina","1.17000"
"MYS","Malasia","otras_carnes","0.02000"
"MYS","Malasia","pescado_mariscos","51.03000"
"MYS","Malasia","porcina","7.24000"
"MYS","Malasia","vacuna","8.75000"
"NAM","Namibia","aviar","7.77000"
"NAM","Namibia","caprina_ovina","3.90000"
"NAM","Namibia","otras_carnes","3.98000"
"NAM","Namibia","pescado_mariscos","9.67000"
"NAM","Namibia","porcina","3.53000"
"NAM","Namibia","vacuna","5.01000"
"NCL","Nueva Caledonia","aviar","38.11000"
"NCL","Nueva Caledonia","caprina_ovina","1.09000"
"NCL","Nueva Caledonia","otras_carnes","0.55000"
"NCL","Nueva Caledonia","pescado_mariscos","22.50000"
"NCL","Nueva Caledonia","porcina","28.94000"
"NCL","Nueva Caledonia","vacuna","20.91000"
"NER","Níger","aviar","0.97000"
"NER","Níger","caprina_ovina","1.72000"
"NER","Níger","otras_carnes","2.27000"
"NER","Níger","pescado_mariscos","1.86000"
"NER","Níger","porcina","0.06000"
"NER","Níger","vacuna","2.63000"
"NGA","Nigeria","aviar","1.43000"
"NGA","Nigeria","caprina_ovina","1.87000"
"NGA","Nigeria","otras_carnes","0.78000"
"NGA","Nigeria","pescado_mariscos","6.90000"
"NGA","Nigeria","porcina","1.64000"
"NGA","Nigeria","vacuna","1.40000"
"NIC","Nicaragua","aviar","26.14000"
"NIC","Nicaragua","caprina_ovina","0.01000"
"NIC","Nicaragua","otras_carnes","0.26000"
"NIC","Nicaragua","pescado_mariscos","7.34000"
"NIC","Nicaragua","porcina","6.77000"
"NIC","Nicaragua","vacuna","3.09000"
"NLD","Países Bajos","aviar","14.76000"
"NLD","Países Bajos","caprina_ovina","0.84000"
"NLD","Países Bajos","otras_carnes","2.39000"
"NLD","Países Bajos","pescado_mariscos","19.10000"
"NLD","Países Bajos","porcina","36.70000"
"NLD","Países Bajos","vacuna","16.88000"
"NOR","Noruega","aviar","21.33000"
"NOR","Noruega","caprina_ovina","4.30000"
"NOR","Noruega","otras_carnes","1.48000"
"NOR","Noruega","pescado_mariscos","49.12000"
"NOR","Noruega","porcina","24.87000"
"NOR","Noruega","vacuna","18.43000"
"NPL","Nepal","aviar","6.80000"
"NPL","Nepal","caprina_ovina","2.66000"
"NPL","Nepal","otras_carnes","0.00000"
"NPL","Nepal","pescado_mariscos","4.30000"
"NPL","Nepal","porcina","1.10000"
"NPL","Nepal","vacuna","3.92000"
"NRU","Nauru","aviar","53.35000"
"NRU","Nauru","caprina_ovina","4.59000"
"NRU","Nauru","otras_carnes","0.56000"
"NRU","Nauru","pescado_mariscos","26.06000"
"NRU","Nauru","porcina","35.02000"
"NRU","Nauru","vacuna","15.88000"
"NZL","Nueva Zelanda","aviar","25.96000"
"NZL","Nueva Zelanda","caprina_ovina","11.54000"
"NZL","Nueva Zelanda","otras_carnes","1.90000"
"NZL","Nueva Zelanda","pescado_mariscos","24.60000"
"NZL","Nueva Zelanda","porcina","22.46000"
"NZL","Nueva Zelanda","vacuna","17.69000"
"OMN","Omán","aviar","15.06000"
"OMN","Omán","caprina_ovina","11.95000"
"OMN","Omán","otras_carnes","3.65000"
"OMN","Omán","pescado_mariscos","28.15000"
"OMN","Omán","porcina","1.24000"
"OMN","Omán","vacuna","5.69000"
"PAK","Pakistán","aviar","8.72000"
"PAK","Pakistán","caprina_ovina","3.18000"
"PAK","Pakistán","otras_carnes","0.12000"
"PAK","Pakistán","pescado_mariscos","1.36000"
"PAK","Pakistán","porcina","0.00000"
"PAK","Pakistán","vacuna","9.22000"
"PAN","Panamá","aviar","50.01000"
"PAN","Panamá","caprina_ovina","0.01000"
"PAN","Panamá","otras_carnes","0.44000"
"PAN","Panamá","pescado_mariscos","14.91000"
"PAN","Panamá","porcina","12.06000"
"PAN","Panamá","vacuna","15.48000"
"PER","Perú","aviar","43.69000"
"PER","Perú","caprina_ovina","0.77000"
"PER","Perú","otras_carnes","1.13000"
"PER","Perú","pescado_mariscos","25.94000"
"PER","Perú","porcina","5.47000"
"PER","Perú","vacuna","4.38000"
"PHL","Filipinas","aviar","15.75000"
"PHL","Filipinas","caprina_ovina","0.26000"
"PHL","Filipinas","otras_carnes","0.16000"
"PHL","Filipinas","pescado_mariscos","26.35000"
"PHL","Filipinas","porcina","14.11000"
"PHL","Filipinas","vacuna","3.36000"
"PNG","Papúa Nueva Guinea","aviar","3.97000"
"PNG","Papúa Nueva Guinea","caprina_ovina","2.42000"
"PNG","Papúa Nueva Guinea","otras_carnes","42.60000"
"PNG","Papúa Nueva Guinea","pescado_mariscos","7.09000"
"PNG","Papúa Nueva Guinea","porcina","8.68000"
"PNG","Papúa Nueva Guinea","vacuna","0.80000"
"POL","Polonia","aviar","30.95000"
"POL","Polonia","caprina_ovina","0.03000"
"POL","Polonia","otras_carnes","0.11000"
"POL","Polonia","pescado_mariscos","11.16000"
"POL","Polonia","porcina","52.02000"
"POL","Polonia","vacuna","0.19000"
"PRK","Corea del Norte","aviar","0.00000"
"PRK","Corea del Norte","caprina_ovina","0.00000"
"PRK","Corea del Norte","otras_carnes","0.00000"
"PRK","Corea del Norte","pescado_mariscos","0.00000"
"PRK","Corea del Norte","porcina","0.00000"
"PRK","Corea del Norte","vacuna","0.00000"
"PRT","Portugal","aviar","34.94000"
"PRT","Portugal","caprina_ovina","2.01000"
"PRT","Portugal","otras_carnes","0.65000"
"PRT","Portugal","pescado_mariscos","53.50000"
"PRT","Portugal","porcina","39.29000"
"PRT","Portugal","vacuna","22.43000"
"PRY","Paraguay","aviar","9.68000"
"PRY","Paraguay","caprina_ovina","0.40000"
"PRY","Paraguay","otras_carnes","0.25000"
"PRY","Paraguay","pescado_mariscos","5.33000"
"PRY","Paraguay","porcina","9.80000"
"PRY","Paraguay","vacuna","6.82000"
"PYF","Polinesia Francesa","aviar","51.71000"
"PYF","Polinesia Francesa","caprina_ovina","1.91000"
"PYF","Polinesia Francesa","otras_carnes","0.96000"
"PYF","Polinesia Francesa","pescado_mariscos","50.51000"
"PYF","Polinesia Francesa","porcina","19.05000"
"PYF","Polinesia Francesa","vacuna","24.85000"
"QAT","Qatar","aviar","48.28000"
"QAT","Qatar","caprina_ovina","9.27000"
"QAT","Qatar","otras_carnes","0.50000"
"QAT","Qatar","pescado_mariscos","22.02000"
"QAT","Qatar","porcina","0.13000"
"QAT","Qatar","vacuna","13.25000"
"ROU","Rumania","aviar","25.38000"
"ROU","Rumania","caprina_ovina","2.98000"
"ROU","Rumania","otras_carnes","0.20000"
"ROU","Rumania","pescado_mariscos","8.70000"
"ROU","Rumania","porcina","39.28000"
"ROU","Rumania","vacuna","4.61000"
"RUS","Rusia","aviar","34.68000"
"RUS","Rusia","caprina_ovina","1.48000"
"RUS","Rusia","otras_carnes","4.00000"
"RUS","Rusia","pescado_mariscos","22.80000"
"RUS","Rusia","porcina","31.75000"
"RUS","Rusia","vacuna","12.86000"
"RWA","Ruanda","aviar","0.90000"
"RWA","Ruanda","caprina_ovina","0.92000"
"RWA","Ruanda","otras_carnes","1.43000"
"RWA","Ruanda","pescado_mariscos","5.14000"
"RWA","Ruanda","porcina","0.64000"
"RWA","Ruanda","vacuna","2.55000"
"SAU","Arabia Saudita","aviar","42.94000"
"SAU","Arabia Saudita","caprina_ovina","6.42000"
"SAU","Arabia Saudita","otras_carnes","2.09000"
"SAU","Arabia Saudita","pescado_mariscos","12.91000"
"SAU","Arabia Saudita","porcina","0.00000"
"SAU","Arabia Saudita","vacuna","6.63000"
"SEN","Senegal","aviar","8.29000"
"SEN","Senegal","caprina_ovina","3.43000"
"SEN","Senegal","otras_carnes","1.09000"
"SEN","Senegal","pescado_mariscos","13.75000"
"SEN","Senegal","porcina","1.22000"
"SEN","Senegal","vacuna","5.98000"
"SLB","Islas Salomón","aviar","9.30000"
"SLB","Islas Salomón","caprina_ovina","0.08000"
"SLB","Islas Salomón","otras_carnes","0.01000"
"SLB","Islas Salomón","pescado_mariscos","30.49000"
"SLB","Islas Salomón","porcina","4.04000"
"SLB","Islas Salomón","vacuna","2.19000"
"SLE","Sierra Leona","aviar","6.31000"
"SLE","Sierra Leona","caprina_ovina","0.49000"
"SLE","Sierra Leona","otras_carnes","1.36000"
"SLE","Sierra Leona","pescado_mariscos","24.46000"
"SLE","Sierra Leona","porcina","0.68000"
"SLE","Sierra Leona","vacuna","1.99000"
"SLV","El Salvador","aviar","29.90000"
"SLV","El Salvador","caprina_ovina","0.02000"
"SLV","El Salvador","otras_carnes","0.00000"
"SLV","El Salvador","pescado_mariscos","7.21000"
"SLV","El Salvador","porcina","5.56000"
"SLV","El Salvador","vacuna","10.17000"
"SRB","Serbia","aviar","17.69000"
"SRB","Serbia","caprina_ovina","4.78000"
"SRB","Serbia","otras_carnes","0.04000"
"SRB","Serbia","pescado_mariscos","8.45000"
"SRB","Serbia","porcina","50.59000"
"SRB","Serbia","vacuna","11.10000"
"STP","Santo Tomé y Príncipe","aviar","17.68000"
"STP","Santo Tomé y Príncipe","caprina_ovina","0.07000"
"STP","Santo Tomé y Príncipe","otras_carnes","0.00000"
"STP","Santo Tomé y Príncipe","pescado_mariscos","26.52000"
"STP","Santo Tomé y Príncipe","porcina","5.28000"
"STP","Santo Tomé y Príncipe","vacuna","2.15000"
"SUR","Suriname","aviar","36.64000"
"SUR","Suriname","caprina_ovina","0.04000"
"SUR","Suriname","otras_carnes","0.03000"
"SUR","Suriname","pescado_mariscos","16.68000"
"SUR","Suriname","porcina","7.52000"
"SUR","Suriname","vacuna","4.24000"
"SVK","Eslovaquia","aviar","19.73000"
"SVK","Eslovaquia","caprina_ovina","0.13000"
"SVK","Eslovaquia","otras_carnes","1.98000"
"SVK","Eslovaquia","pescado_mariscos","10.62000"
"SVK","Eslovaquia","porcina","41.41000"
"SVK","Eslovaquia","vacuna","6.76000"
"SVN","Eslovenia","aviar","29.83000"
"SVN","Eslovenia","caprina_ovina","0.83000"
"SVN","Eslovenia","otras_carnes","0.31000"
"SVN","Eslovenia","pescado_mariscos","11.21000"
"SVN","Eslovenia","porcina","19.34000"
"SVN","Eslovenia","vacuna","10.09000"
"SWE","Suecia","aviar","16.88000"
"SWE","Suecia","caprina_ovina","1.33000"
"SWE","Suecia","otras_carnes","0.33000"
"SWE","Suecia","pescado_mariscos","30.62000"
"SWE","Suecia","porcina","27.38000"
"SWE","Suecia","vacuna","22.44000"
"SWZ","Eswatini","aviar","4.55000"
"SWZ","Eswatini","caprina_ovina","2.53000"
"SWZ","Eswatini","otras_carnes","0.04000"
"SWZ","Eswatini","pescado_mariscos","3.78000"
"SWZ","Eswatini","porcina","2.07000"
"SWZ","Eswatini","vacuna","13.19000"
"SYC","Seychelles","aviar","40.36000"
"SYC","Seychelles","caprina_ovina","3.30000"
"SYC","Seychelles","otras_carnes","0.10000"
"SYC","Seychelles","pescado_mariscos","42.90000"
"SYC","Seychelles","porcina","13.02000"
"SYC","Seychelles","vacuna","13.92000"
"SYR","Siria","aviar","5.34000"
"SYR","Siria","caprina_ovina","8.88000"
"SYR","Siria","otras_carnes","0.03000"
"SYR","Siria","pescado_mariscos","0.80000"
"SYR","Siria","porcina","0.17000"
"SYR","Siria","vacuna","1.80000"
"THA","Tailandia","aviar","10.23000"
"THA","Tailandia","caprina_ovina","0.04000"
"THA","Tailandia","otras_carnes","0.09000"
"THA","Tailandia","pescado_mariscos","28.61000"
"THA","Tailandia","porcina","12.67000"
"THA","Tailandia","vacuna","1.45000"
"TJK","Tayikistán","aviar","4.56000"
"TJK","Tayikistán","caprina_ovina","5.87000"
"TJK","Tayikistán","otras_carnes","0.18000"
"TJK","Tayikistán","pescado_mariscos","0.91000"
"TJK","Tayikistán","porcina","0.39000"
"TJK","Tayikistán","vacuna","21.92000"
"TKM","Turkmenistán","aviar","8.16000"
"TKM","Turkmenistán","caprina_ovina","17.56000"
"TKM","Turkmenistán","otras_carnes","1.90000"
"TKM","Turkmenistán","pescado_mariscos","2.36000"
"TKM","Turkmenistán","porcina","0.08000"
"TKM","Turkmenistán","vacuna","23.46000"
"TLS","Timor-Leste","aviar","5.13000"
"TLS","Timor-Leste","caprina_ovina","0.37000"
"TLS","Timor-Leste","otras_carnes","12.53000"
"TLS","Timor-Leste","pescado_mariscos","6.97000"
"TLS","Timor-Leste","porcina","12.12000"
"TLS","Timor-Leste","vacuna","1.67000"
"TON","Tonga","aviar","87.93000"
"TON","Tonga","caprina_ovina","20.77000"
"TON","Tonga","otras_carnes","0.94000"
"TON","Tonga","pescado_mariscos","28.57000"
"TON","Tonga","porcina","32.90000"
"TON","Tonga","vacuna","14.41000"
"TTO","Trinidad y Tobago","aviar","49.48000"
"TTO","Trinidad y Tobago","caprina_ovina","2.30000"
"TTO","Trinidad y Tobago","otras_carnes","0.24000"
"TTO","Trinidad y Tobago","pescado_mariscos","17.96000"
"TTO","Trinidad y Tobago","porcina","6.56000"
"TTO","Trinidad y Tobago","vacuna","7.17000"
"TUN","Túnez","aviar","20.19000"
"TUN","Túnez","caprina_ovina","5.61000"
"TUN","Túnez","otras_carnes","0.79000"
"TUN","Túnez","pescado_mariscos","15.89000"
"TUN","Túnez","porcina","0.01000"
"TUN","Túnez","vacuna","4.32000"
"TUR","Turquía","aviar","21.64000"
"TUR","Turquía","caprina_ovina","8.00000"
"TUR","Turquía","otras_carnes","0.02000"
"TUR","Turquía","pescado_mariscos","5.32000"
"TUR","Turquía","porcina","0.00000"
"TUR","Turquía","vacuna","19.71000"
"TUV","Tuvalu","aviar","54.20000"
"TUV","Tuvalu","caprina_ovina","3.81000"
"TUV","Tuvalu","otras_carnes","0.62000"
"TUV","Tuvalu","pescado_mariscos","55.90000"
"TUV","Tuvalu","porcina","20.01000"
"TUV","Tuvalu","vacuna","6.58000"
"TWN","Taiwán","aviar","42.32000"
"TWN","Taiwán","caprina_ovina","1.03000"
"TWN","Taiwán","otras_carnes","0.07000"
"TWN","Taiwán","pescado_mariscos","30.40000"
"TWN","Taiwán","porcina","39.05000"
"TWN","Taiwán","vacuna","9.02000"
"TZA","Tanzanía","aviar","1.62000"
"TZA","Tanzanía","caprina_ovina","1.53000"
"TZA","Tanzanía","otras_carnes","0.39000"
"TZA","Tanzanía","pescado_mariscos","6.40000"
"TZA","Tanzanía","porcina","0.72000"
"TZA","Tanzanía","vacuna","7.92000"
"UGA","Uganda","aviar","1.88000"
"UGA","Uganda","caprina_ovina","0.76000"
"UGA","Uganda","otras_carnes","0.62000"
"UGA","Uganda","pescado_mariscos","15.41000"
"UGA","Uganda","porcina","2.80000"
"UGA","Uganda","vacuna","4.79000"
"UKR","Ucrania","aviar","25.17000"
"UKR","Ucrania","caprina_ovina","0.31000"
"UKR","Ucrania","otras_carnes","0.40000"
"UKR","Ucrania","pescado_mariscos","16.86000"
"UKR","Ucrania","porcina","17.49000"
"UKR","Ucrania","vacuna","6.08000"
"URY","Uruguay","aviar","23.34000"
"URY","Uruguay","caprina_ovina","0.62000"
"URY","Uruguay","otras_carnes","0.25000"
"URY","Uruguay","pescado_mariscos","11.92000"
"URY","Uruguay","porcina","23.78000"
"URY","Uruguay","vacuna","21.31000"
"USA","Estados Unidos","aviar","54.54000"
"USA","Estados Unidos","caprina_ovina","0.56000"
"USA","Estados Unidos","otras_carnes","0.79000"
"USA","Estados Unidos","pescado_mariscos","21.96000"
"USA","Estados Unidos","porcina","29.13000"
"USA","Estados Unidos","vacuna","37.04000"
"UZB","Uzbekistán","aviar","7.65000"
"UZB","Uzbekistán","caprina_ovina","7.03000"
"UZB","Uzbekistán","otras_carnes","0.29000"
"UZB","Uzbekistán","pescado_mariscos","5.21000"
"UZB","Uzbekistán","porcina","0.13000"
"UZB","Uzbekistán","vacuna","32.27000"
"VCT","San Vicente y las Granadinas","aviar","86.21000"
"VCT","San Vicente y las Granadinas","caprina_ovina","0.77000"
"VCT","San Vicente y las Granadinas","otras_carnes","0.00000"
"VCT","San Vicente y las Granadinas","pescado_mariscos","20.05000"
"VCT","San Vicente y las Granadinas","porcina","18.64000"
"VCT","San Vicente y las Granadinas","vacuna","12.85000"
"VEN","Venezuela","aviar","19.04000"
"VEN","Venezuela","caprina_ovina","0.35000"
"VEN","Venezuela","otras_carnes","0.02000"
"VEN","Venezuela","pescado_mariscos","8.75000"
"VEN","Venezuela","porcina","4.78000"
"VEN","Venezuela","vacuna","13.80000"
"VNM","Vietnam","aviar","19.65000"
"VNM","Vietnam","caprina_ovina","0.24000"
"VNM","Vietnam","otras_carnes","0.29000"
"VNM","Vietnam","pescado_mariscos","40.05000"
"VNM","Vietnam","porcina","34.37000"
"VNM","Vietnam","vacuna","5.92000"
"VUT","Vanuatu","aviar","19.93000"
"VUT","Vanuatu","caprina_ovina","0.07000"
"VUT","Vanuatu","otras_carnes","0.02000"
"VUT","Vanuatu","pescado_mariscos","30.04000"
"VUT","Vanuatu","porcina","11.82000"
"VUT","Vanuatu","vacuna","9.14000"
"WSM","Samoa","aviar","71.99000"
"WSM","Samoa","caprina_ovina","8.04000"
"WSM","Samoa","otras_carnes","0.01000"
"WSM","Samoa","pescado_mariscos","46.63000"
"WSM","Samoa","porcina","18.01000"
"WSM","Samoa","vacuna","11.00000"
"YEM","Yemen","aviar","8.15000"
"YEM","Yemen","caprina_ovina","3.51000"
"YEM","Yemen","otras_carnes","0.09000"
"YEM","Yemen","pescado_mariscos","2.03000"
"YEM","Yemen","porcina","0.00000"
"YEM","Yemen","vacuna","1.98000"
"ZAF","Sudáfrica","aviar","33.95000"
"ZAF","Sudáfrica","caprina_ovina","2.36000"
"ZAF","Sudáfrica","otras_carnes","0.84000"
"ZAF","Sudáfrica","pescado_mariscos","5.59000"
"ZAF","Sudáfrica","porcina","5.48000"
"ZAF","Sudáfrica","vacuna","15.64000"
"ZMB","Zambia","aviar","3.38000"
"ZMB","Zambia","caprina_ovina","0.87000"
"ZMB","Zambia","otras_carnes","2.01000"
"ZMB","Zambia","pescado_mariscos","12.88000"
"ZMB","Zambia","porcina","1.29000"
"ZMB","Zambia","vacuna","10.08000"
"ZWE","Zimbabwe","aviar","6.46000"
"ZWE","Zimbabwe","caprina_ovina","2.31000"
"ZWE","Zimbabwe","otras_carnes","2.33000"
"ZWE","Zimbabwe","pescado_mariscos","2.63000"
"ZWE","Zimbabwe","porcina","1.00000"
"ZWE","Zimbabwe","vacuna","45.48000"
