"anio","iso3","pais_nombre","ncm6","desc_ncm6","expo","share","ranking"
"2024","IDN","Indonesia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","6595.73700","0.22400","38"
"2024","IDN","Indonesia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","207.55700","0.00100","82"
"2024","IRN","Irán","020130","Carne deshuesada, de bovinos, fresca o refrigerada","568.02200","0.00200","67"
"2024","IRN","Irán","020230","Carne deshuesada, de bovinos, congelada","930.33000","0.00300","70"
"2024","IRN","Irán","030617","Otros gambas, congelados","7138.06100","0.03800","50"
"2024","IRN","Irán","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","6.27500","0.00000","92"
"2024","IRN","Irán","100590","Maíz (exc. para siembra)","29.53800","0.00000","116"
"2024","IRN","Irán","120190","La soja, incluso quebrantadas, excepto para siembra","74.35000","0.00000","79"
"2024","IRN","Irán","120242","Cacahuetes sin cáscara, incluso quebrantados","119.90200","0.00300","79"
"2024","IRN","Irán","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","1872.43700","0.00600","63"
"2024","IRQ","Iraq","100590","Maíz (exc. para siembra)","22.94900","0.00000","122"
"2024","IRQ","Iraq","120242","Cacahuetes sin cáscara, incluso quebrantados","0.64600","0.00000","130"
"2024","IRQ","Iraq","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","61083.48800","0.59300","22"
"2024","IRQ","Iraq","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.01300","0.00000","118"
"2024","IRL","Irlanda","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1956817.06500","8.35500","4"
"2024","IRL","Irlanda","020230","Carne deshuesada, de bovinos, congelada","649031.89800","1.93300","9"
"2024","IRL","Irlanda","030617","Otros gambas, congelados","5712.84500","0.03000","53"
"2024","IRL","Irlanda","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","16664.12000","0.03800","39"
"2024","IRL","Irlanda","100590","Maíz (exc. para siembra)","69388.41200","0.17200","29"
"2024","IRL","Irlanda","120190","La soja, incluso quebrantadas, excepto para siembra","8987.15000","0.01100","37"
"2024","IRL","Irlanda","120242","Cacahuetes sin cáscara, incluso quebrantados","154.05000","0.00400","71"
"2024","IRL","Irlanda","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","1952.74900","0.01900","50"
"2024","IRL","Irlanda","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","9295.05100","0.31500","34"
"2024","IRL","Irlanda","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","41329.68900","0.12300","33"
"2024","ISR","Israel","020130","Carne deshuesada, de bovinos, fresca o refrigerada","132.34800","0.00100","78"
"2024","ISR","Israel","030617","Otros gambas, congelados","114.01000","0.00100","112"
"2024","ISR","Israel","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","4.31000","0.00000","94"
"2024","ISR","Israel","100590","Maíz (exc. para siembra)","43.62500","0.00000","111"
"2024","ISR","Israel","120190","La soja, incluso quebrantadas, excepto para siembra","4.42400","0.00000","104"
"2024","ISR","Israel","120242","Cacahuetes sin cáscara, incluso quebrantados","123.94900","0.00300","77"
"2024","ISR","Israel","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","15.52700","0.00000","78"
"2024","ISR","Israel","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.10300","0.00000","114"
"2024","ISR","Israel","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","18.01400","0.00000","100"
"2024","ITA","Italia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","254951.16500","1.08900","20"
"2024","ITA","Italia","020230","Carne deshuesada, de bovinos, congelada","187015.82200","0.55700","18"
"2024","ITA","Italia","030617","Otros gambas, congelados","27539.84600","0.14600","35"
"2024","ITA","Italia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","10605.70200","0.02400","42"
"2024","ITA","Italia","100590","Maíz (exc. para siembra)","9646.91000","0.02400","47"
"2024","ITA","Italia","120190","La soja, incluso quebrantadas, excepto para siembra","22215.93600","0.02800","33"
"2024","ITA","Italia","120242","Cacahuetes sin cáscara, incluso quebrantados","3103.96000","0.07100","28"
"2024","ITA","Italia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","134057.50300","1.30000","11"
"2024","ITA","Italia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","16897.61700","0.57300","25"
"2024","ITA","Italia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","184615.83300","0.54900","16"
"2024","CIV","Costa de Marfil","020230","Carne deshuesada, de bovinos, congelada","70.76100","0.00000","98"
"2024","CIV","Costa de Marfil","030617","Otros gambas, congelados","21.05400","0.00000","122"
"2024","CIV","Costa de Marfil","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","748.14800","0.00200","51"
"2024","CIV","Costa de Marfil","100590","Maíz (exc. para siembra)","3931.28200","0.01000","53"
"2024","CIV","Costa de Marfil","120190","La soja, incluso quebrantadas, excepto para siembra","1225.10300","0.00200","61"
"2024","CIV","Costa de Marfil","120242","Cacahuetes sin cáscara, incluso quebrantados","153.38600","0.00400","73"
"2024","CIV","Costa de Marfil","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","4.15500","0.00000","84"
"2024","CIV","Costa de Marfil","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","545.62600","0.00200","75"
"2024","JAM","Jamaica","020130","Carne deshuesada, de bovinos, fresca o refrigerada","378.45400","0.00200","70"
"2024","JAM","Jamaica","020230","Carne deshuesada, de bovinos, congelada","371.93000","0.00100","80"
"2024","JAM","Jamaica","030617","Otros gambas, congelados","38.05000","0.00000","117"
"2024","JAM","Jamaica","100590","Maíz (exc. para siembra)","0.76500","0.00000","144"
"2024","JAM","Jamaica","120190","La soja, incluso quebrantadas, excepto para siembra","0.03900","0.00000","129"
"2024","JAM","Jamaica","120242","Cacahuetes sin cáscara, incluso quebrantados","1.69300","0.00000","126"
"2024","JPN","Japón","020130","Carne deshuesada, de bovinos, fresca o refrigerada","231991.59800","0.99000","21"
"2024","JPN","Japón","020230","Carne deshuesada, de bovinos, congelada","193319.13100","0.57600","16"
"2024","JPN","Japón","030617","Otros gambas, congelados","6441.02300","0.03400","52"
"2024","JPN","Japón","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","232.43500","0.00100","62"
"2024","JPN","Japón","100590","Maíz (exc. para siembra)","114.61500","0.00000","97"
"2024","JPN","Japón","120190","La soja, incluso quebrantadas, excepto para siembra","976.72100","0.00100","63"
"2024","JPN","Japón","120242","Cacahuetes sin cáscara, incluso quebrantados","21.77200","0.00000","102"
"2024","JPN","Japón","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.43800","0.00000","92"
"2024","JPN","Japón","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","913.26800","0.03100","55"
"2024","JPN","Japón","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","791.48100","0.00200","71"
"2024","KAZ","Kazajstán","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1873.24000","0.00800","53"
"2024","KAZ","Kazajstán","020230","Carne deshuesada, de bovinos, congelada","2194.08800","0.00700","64"
"2024","KAZ","Kazajstán","030617","Otros gambas, congelados","617.40900","0.00300","87"
"2024","KAZ","Kazajstán","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","1053255.36000","2.40400","12"
"2024","KAZ","Kazajstán","100590","Maíz (exc. para siembra)","36750.79500","0.09100","37"
"2024","KAZ","Kazajstán","120190","La soja, incluso quebrantadas, excepto para siembra","15930.38100","0.02000","35"
"2024","KAZ","Kazajstán","120242","Cacahuetes sin cáscara, incluso quebrantados","461.55500","0.01100","56"
"2024","KAZ","Kazajstán","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","14693.12700","0.14300","33"
"2024","KAZ","Kazajstán","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","1611.49900","0.05500","52"
"2024","KAZ","Kazajstán","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","26487.16500","0.07900","40"
"2024","JOR","Jordania","020130","Carne deshuesada, de bovinos, fresca o refrigerada","38.39700","0.00000","87"
"2024","JOR","Jordania","020230","Carne deshuesada, de bovinos, congelada","4814.98400","0.01400","53"
"2024","JOR","Jordania","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","4.71800","0.00000","93"
"2024","JOR","Jordania","100590","Maíz (exc. para siembra)","82.65300","0.00000","101"
"2024","JOR","Jordania","120190","La soja, incluso quebrantadas, excepto para siembra","0.25400","0.00000","117"
"2024","JOR","Jordania","120242","Cacahuetes sin cáscara, incluso quebrantados","73.18400","0.00200","86"
"2024","JOR","Jordania","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","197.04600","0.00200","72"
"2024","JOR","Jordania","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.03600","0.00000","117"
"2024","KEN","Kenia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","6431.91100","0.02700","44"
"2024","KEN","Kenia","020230","Carne deshuesada, de bovinos, congelada","1157.51200","0.00300","68"
"2024","KEN","Kenia","030617","Otros gambas, congelados","342.95400","0.00200","94"
"2024","KEN","Kenia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","226.91100","0.00100","63"
"2024","KEN","Kenia","100590","Maíz (exc. para siembra)","317.40200","0.00100","85"
"2024","KEN","Kenia","120190","La soja, incluso quebrantadas, excepto para siembra","9.52900","0.00000","100"
"2024","KEN","Kenia","120242","Cacahuetes sin cáscara, incluso quebrantados","7.64000","0.00000","116"
"2024","KEN","Kenia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","472.67000","0.01600","63"
"2024","KOR","Corea del Sur","020130","Carne deshuesada, de bovinos, fresca o refrigerada","2975.18400","0.01300","50"
"2024","KOR","Corea del Sur","020230","Carne deshuesada, de bovinos, congelada","312.31400","0.00100","83"
"2024","KOR","Corea del Sur","030617","Otros gambas, congelados","1205.77000","0.00600","81"
"2024","KOR","Corea del Sur","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","4.03300","0.00000","95"
"2024","KOR","Corea del Sur","100590","Maíz (exc. para siembra)","82.98200","0.00000","100"
"2024","KOR","Corea del Sur","120190","La soja, incluso quebrantadas, excepto para siembra","95.12600","0.00000","76"
"2024","KOR","Corea del Sur","120242","Cacahuetes sin cáscara, incluso quebrantados","17.49800","0.00000","105"
"2024","KOR","Corea del Sur","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","547.11400","0.00500","65"
"2024","KOR","Corea del Sur","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","3959.10900","0.13400","40"
"2024","KOR","Corea del Sur","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","17165.29100","0.05100","49"
"2024","KWT","Kuwait","020230","Carne deshuesada, de bovinos, congelada","1675.46300","0.00500","65"
"2024","KWT","Kuwait","030617","Otros gambas, congelados","290.21400","0.00200","96"
"2024","KWT","Kuwait","100590","Maíz (exc. para siembra)","0.09500","0.00000","150"
"2024","KWT","Kuwait","120190","La soja, incluso quebrantadas, excepto para siembra","0.22800","0.00000","119"
"2024","KWT","Kuwait","120242","Cacahuetes sin cáscara, incluso quebrantados","15.85700","0.00000","107"
"2024","KWT","Kuwait","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","170.85600","0.00600","76"
"2024","KGZ","Kirguistán","030617","Otros gambas, congelados","4.42500","0.00000","130"
"2024","KGZ","Kirguistán","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","264.23000","0.00100","59"
"2024","KGZ","Kirguistán","100590","Maíz (exc. para siembra)","1615.46300","0.00400","66"
"2024","KGZ","Kirguistán","120190","La soja, incluso quebrantadas, excepto para siembra","1.22600","0.00000","111"
"2024","KGZ","Kirguistán","120242","Cacahuetes sin cáscara, incluso quebrantados","2.52900","0.00000","124"
"2024","KGZ","Kirguistán","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.23000","0.00000","114"
"2024","LAO","Laos","100590","Maíz (exc. para siembra)","86103.86800","0.21300","25"
"2024","LAO","Laos","120190","La soja, incluso quebrantadas, excepto para siembra","58.39300","0.00000","82"
"2024","LAO","Laos","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","576.00300","0.00200","73"
"2024","LBN","Líbano","020130","Carne deshuesada, de bovinos, fresca o refrigerada","3.35200","0.00000","103"
"2024","LBN","Líbano","020230","Carne deshuesada, de bovinos, congelada","547.75200","0.00200","76"
"2024","LBN","Líbano","030617","Otros gambas, congelados","278.44200","0.00100","99"
"2024","LBN","Líbano","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","63.14100","0.00000","72"
"2024","LBN","Líbano","100590","Maíz (exc. para siembra)","8520.46900","0.02100","48"
"2024","LBN","Líbano","120190","La soja, incluso quebrantadas, excepto para siembra","12.41200","0.00000","95"
"2024","LBN","Líbano","120242","Cacahuetes sin cáscara, incluso quebrantados","151.26600","0.00300","74"
"2024","LBN","Líbano","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","4089.50800","0.04000","45"
"2024","LBN","Líbano","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","146.22500","0.00500","78"
"2024","LBN","Líbano","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","34.71400","0.00000","95"
"2024","LSO","Lesotho","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","27.43200","0.00000","78"
"2024","LSO","Lesotho","100590","Maíz (exc. para siembra)","42.62600","0.00000","112"
"2024","LSO","Lesotho","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","16.37300","0.00000","101"
"2024","LVA","Letonia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","14218.03300","0.06100","35"
"2024","LVA","Letonia","020230","Carne deshuesada, de bovinos, congelada","7817.90100","0.02300","46"
"2024","LVA","Letonia","030617","Otros gambas, congelados","3994.95900","0.02100","59"
"2024","LVA","Letonia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","610151.68300","1.39300","17"
"2024","LVA","Letonia","100590","Maíz (exc. para siembra)","36418.61900","0.09000","38"
"2024","LVA","Letonia","120190","La soja, incluso quebrantadas, excepto para siembra","77.70200","0.00000","78"
"2024","LVA","Letonia","120242","Cacahuetes sin cáscara, incluso quebrantados","166.36800","0.00400","68"
"2024","LVA","Letonia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","844.23400","0.00800","56"
"2024","LVA","Letonia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","456.03800","0.01500","64"
"2024","LVA","Letonia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","51752.58300","0.15400","31"
"2024","LBR","Liberia","120190","La soja, incluso quebrantadas, excepto para siembra","0.02000","0.00000","131"
"2024","LBY","Libia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.05200","0.00000","114"
"2024","LBY","Libia","120242","Cacahuetes sin cáscara, incluso quebrantados","40.81300","0.00100","93"
"2024","LTU","Lituania","020130","Carne deshuesada, de bovinos, fresca o refrigerada","42258.04200","0.18000","27"
"2024","LTU","Lituania","020230","Carne deshuesada, de bovinos, congelada","73619.17700","0.21900","28"
"2024","LTU","Lituania","030617","Otros gambas, congelados","7072.81400","0.03800","51"
"2024","LTU","Lituania","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","956176.39700","2.18300","13"
"2024","LTU","Lituania","100590","Maíz (exc. para siembra)","24795.40600","0.06100","43"
"2024","LTU","Lituania","120190","La soja, incluso quebrantadas, excepto para siembra","3477.39300","0.00400","50"
"2024","LTU","Lituania","120242","Cacahuetes sin cáscara, incluso quebrantados","1588.89800","0.03600","40"
"2024","LTU","Lituania","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","4794.42600","0.04700","42"
"2024","LTU","Lituania","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","614.51400","0.02100","59"
"2024","LTU","Lituania","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","34109.52900","0.10100","37"
"2024","LUX","Luxemburgo","020130","Carne deshuesada, de bovinos, fresca o refrigerada","6639.32100","0.02800","43"
"2024","LUX","Luxemburgo","020230","Carne deshuesada, de bovinos, congelada","1168.00000","0.00300","67"
"2024","LUX","Luxemburgo","030617","Otros gambas, congelados","523.52100","0.00300","88"
"2024","LUX","Luxemburgo","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","3739.26800","0.00900","46"
"2024","LUX","Luxemburgo","100590","Maíz (exc. para siembra)","2154.21500","0.00500","58"
"2024","LUX","Luxemburgo","120190","La soja, incluso quebrantadas, excepto para siembra","34.24900","0.00000","89"
"2024","LUX","Luxemburgo","120242","Cacahuetes sin cáscara, incluso quebrantados","0.63300","0.00000","131"
"2024","LUX","Luxemburgo","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.02000","0.00000","99"
"2024","LUX","Luxemburgo","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","63.01900","0.00200","83"
"2024","LUX","Luxemburgo","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","4627.43000","0.01400","57"
"2024","MAC","Macao","020130","Carne deshuesada, de bovinos, fresca o refrigerada","3.14900","0.00000","104"
"2024","MAC","Macao","030617","Otros gambas, congelados","173.71600","0.00100","106"
"2024","MAC","Macao","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","0.89200","0.00000","108"
"2024","MDG","Madagascar","030617","Otros gambas, congelados","73255.06800","0.39000","25"
"2024","MDG","Madagascar","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.00500","0.00000","121"
"2024","MDG","Madagascar","100590","Maíz (exc. para siembra)","0.95600","0.00000","141"
"2024","MDG","Madagascar","120190","La soja, incluso quebrantadas, excepto para siembra","0.21300","0.00000","120"
"2024","MDG","Madagascar","120242","Cacahuetes sin cáscara, incluso quebrantados","15345.50700","0.35200","16"
"2024","MDG","Madagascar","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","625.38600","0.00600","62"
"2024","MDG","Madagascar","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.02600","0.00000","119"
"2024","MWI","Malawi","100590","Maíz (exc. para siembra)","36.68200","0.00000","113"
"2024","MWI","Malawi","120190","La soja, incluso quebrantadas, excepto para siembra","7306.30300","0.00900","40"
"2024","MWI","Malawi","120242","Cacahuetes sin cáscara, incluso quebrantados","20574.54000","0.47200","14"
"2024","MWI","Malawi","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","36461.84200","0.10800","35"
"2024","MYS","Malasia","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1126.10800","0.00500","60"
"2024","MYS","Malasia","020230","Carne deshuesada, de bovinos, congelada","2482.77700","0.00700","60"
"2024","MYS","Malasia","030617","Otros gambas, congelados","155126.47800","0.82500","14"
"2024","MYS","Malasia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","1610.99100","0.00400","50"
"2024","MYS","Malasia","100590","Maíz (exc. para siembra)","647.88500","0.00200","75"
"2024","MYS","Malasia","120190","La soja, incluso quebrantadas, excepto para siembra","5735.10800","0.00700","44"
"2024","MYS","Malasia","120242","Cacahuetes sin cáscara, incluso quebrantados","4612.99000","0.10600","24"
"2024","MYS","Malasia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","12252.15100","0.11900","34"
"2024","MYS","Malasia","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","145697.71600","4.94000","6"
"2024","MYS","Malasia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","38666.74900","0.11500","34"
"2024","MLI","Malí","100590","Maíz (exc. para siembra)","264.07400","0.00100","87"
"2024","MLI","Malí","120190","La soja, incluso quebrantadas, excepto para siembra","475.48900","0.00100","66"
"2024","MLI","Malí","120242","Cacahuetes sin cáscara, incluso quebrantados","1062.66900","0.02400","46"
"2024","MLI","Malí","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.40400","0.00000","111"
"2024","MLT","Malta","020130","Carne deshuesada, de bovinos, fresca o refrigerada","13058.73100","0.05600","36"
"2024","MLT","Malta","020230","Carne deshuesada, de bovinos, congelada","23885.26400","0.07100","37"
"2024","MLT","Malta","030617","Otros gambas, congelados","280.99900","0.00100","98"
"2024","MLT","Malta","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.78900","0.00000","101"
"2024","MLT","Malta","100590","Maíz (exc. para siembra)","213.47700","0.00100","91"
"2024","MLT","Malta","120190","La soja, incluso quebrantadas, excepto para siembra","0.01500","0.00000","132"
"2024","MLT","Malta","120242","Cacahuetes sin cáscara, incluso quebrantados","6.13400","0.00000","119"
"2024","MLT","Malta","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.12800","0.00000","96"
"2024","MLT","Malta","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","26.09000","0.00100","93"
"2024","MLT","Malta","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","0.24100","0.00000","112"
"2024","MRT","Mauritania","020230","Carne deshuesada, de bovinos, congelada","0.07100","0.00000","125"
"2024","MRT","Mauritania","030617","Otros gambas, congelados","924.35900","0.00500","83"
"2024","MRT","Mauritania","100590","Maíz (exc. para siembra)","0.09700","0.00000","149"
"2024","MRT","Mauritania","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","62.01300","0.00200","84"
"2024","MUS","Mauricio","020230","Carne deshuesada, de bovinos, congelada","0.27700","0.00000","121"
"2024","MUS","Mauricio","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","0.07100","0.00000","113"
"2024","MUS","Mauricio","120190","La soja, incluso quebrantadas, excepto para siembra","3.72200","0.00000","105"
"2024","MUS","Mauricio","120242","Cacahuetes sin cáscara, incluso quebrantados","103.21700","0.00200","80"
"2024","MUS","Mauricio","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","11.32900","0.00000","99"
"2024","MEX","México","020130","Carne deshuesada, de bovinos, fresca o refrigerada","1149405.30500","4.90700","7"
"2024","MEX","México","020230","Carne deshuesada, de bovinos, congelada","192624.11900","0.57400","17"
"2024","MEX","México","030617","Otros gambas, congelados","152526.44600","0.81100","15"
"2024","MEX","México","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","12.53400","0.00000","87"
"2024","MEX","México","100590","Maíz (exc. para siembra)","13301.65600","0.03300","45"
"2024","MEX","México","120190","La soja, incluso quebrantadas, excepto para siembra","7428.27200","0.00900","39"
"2024","MEX","México","120242","Cacahuetes sin cáscara, incluso quebrantados","3953.94700","0.09100","25"
"2024","MEX","México","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","42513.76300","0.41200","24"
"2024","MEX","México","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","49537.82900","1.68000","11"
"2024","MEX","México","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","1610.27300","0.00500","64"
"2024","S19","","020130","Carne deshuesada, de bovinos, fresca o refrigerada","298.50600","0.00100","74"
"2024","S19","","020230","Carne deshuesada, de bovinos, congelada","749.55500","0.00200","72"
"2024","S19","","030617","Otros gambas, congelados","8672.39500","0.04600","47"
"2024","S19","","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","32.07900","0.00000","76"
"2024","S19","","100590","Maíz (exc. para siembra)","331.34100","0.00100","83"
"2024","S19","","120190","La soja, incluso quebrantadas, excepto para siembra","2322.68500","0.00300","55"
"2024","S19","","120242","Cacahuetes sin cáscara, incluso quebrantados","74.79300","0.00200","85"
"2024","S19","","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","725.45900","0.00700","60"
"2024","S19","","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","21956.17700","0.74500","21"
"2024","S19","","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","26286.12900","0.07800","41"
"2024","MNG","Mongolia","020230","Carne deshuesada, de bovinos, congelada","80.35500","0.00000","96"
"2024","MDA","Moldavia","020230","Carne deshuesada, de bovinos, congelada","97.98500","0.00000","94"
"2024","MDA","Moldavia","030617","Otros gambas, congelados","118.45700","0.00100","110"
"2024","MDA","Moldavia","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","248380.53100","0.56700","18"
"2024","MDA","Moldavia","100590","Maíz (exc. para siembra)","81199.72400","0.20100","26"
"2024","MDA","Moldavia","120190","La soja, incluso quebrantadas, excepto para siembra","412.22300","0.00100","67"
"2024","MDA","Moldavia","120242","Cacahuetes sin cáscara, incluso quebrantados","23.85000","0.00100","98"
"2024","MDA","Moldavia","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","6692.57100","0.06500","39"
"2024","MDA","Moldavia","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","6097.58000","0.01800","56"
"2024","MNE","Montenegro","020130","Carne deshuesada, de bovinos, fresca o refrigerada","5.61100","0.00000","100"
"2024","MNE","Montenegro","020230","Carne deshuesada, de bovinos, congelada","951.09600","0.00300","69"
"2024","MNE","Montenegro","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","23.75200","0.00000","82"
"2024","MNE","Montenegro","100590","Maíz (exc. para siembra)","584.17400","0.00100","76"
"2024","MNE","Montenegro","120242","Cacahuetes sin cáscara, incluso quebrantados","7.45300","0.00000","117"
"2024","MNE","Montenegro","230400","Tortas y demás residuos sólidos de la extracción del aceite de soja ""soya"", incl. molidos o en ""pellets""","15.98200","0.00000","103"
"2024","MAR","Marruecos","020130","Carne deshuesada, de bovinos, fresca o refrigerada","37.12000","0.00000","88"
"2024","MAR","Marruecos","020230","Carne deshuesada, de bovinos, congelada","16.65500","0.00000","107"
"2024","MAR","Marruecos","030617","Otros gambas, congelados","81223.14700","0.43200","20"
"2024","MAR","Marruecos","100199","Otros tipos de trigo y el trigo con centeno, excepto para la siembra","9.97300","0.00000","88"
"2024","MAR","Marruecos","100590","Maíz (exc. para siembra)","24.38300","0.00000","119"
"2024","MAR","Marruecos","120190","La soja, incluso quebrantadas, excepto para siembra","20.52600","0.00000","94"
"2024","MAR","Marruecos","120242","Cacahuetes sin cáscara, incluso quebrantados","0.27900","0.00000","133"
"2024","MAR","Marruecos","150710","Aceite de soja ""soya"" en bruto, incl. desgomado","0.73400","0.00000","90"
"2024","MAR","Marruecos","150790","Aceite de soja ""soya"" y sus fracciones, incl. refinados, sin modificar químicamente","10013.87100","0.34000","32"
