"iso3","iso3_desc_fundar","tipo_carne","valor"
"MDA","Moldavia","vacuna",2.5107243
"MDA","Moldavia","pescado_mariscos",15.247419
"MDA","Moldavia","otras_carnes",0.20922703
"MDA","Moldavia","aviar",22.491907
"MDG","Madagascar","caprina_ovina",0.15697199
"MDG","Madagascar","porcina",0.9614535
"MDG","Madagascar","vacuna",1.2361544
"MDG","Madagascar","aviar",3.0707648
"MDG","Madagascar","pescado_mariscos",3.885057
"MDG","Madagascar","otras_carnes",0.2943225
"MDV","Maldivas","porcina",0.37825644
"MDV","Maldivas","vacuna",6.209709
"MDV","Maldivas","otras_carnes",0.15760684
"MDV","Maldivas","pescado_mariscos",87.30368
"MDV","Maldivas","caprina_ovina",0.68296295
"MDV","Maldivas","aviar",11.589356
"MEX","México","aviar",36.766796
"MEX","México","caprina_ovina",0.8390975
"MEX","México","otras_carnes",0.64467245
"MEX","México","pescado_mariscos",13.947438
"MEX","México","porcina",19.524366
"MEX","México","vacuna",14.929796
"MKD","Macedonia del Norte","caprina_ovina",0.6118625
"MKD","Macedonia del Norte","porcina",12.454363
"MKD","Macedonia del Norte","aviar",19.7375
"MKD","Macedonia del Norte","pescado_mariscos",6.128494
"MKD","Macedonia del Norte","vacuna",6.750225
"MKD","Macedonia del Norte","otras_carnes",0.2565875
"MLI","Malí","porcina",0.04770729
"MLI","Malí","vacuna",3.3872175
"MLI","Malí","aviar",2.2613254
"MLI","Malí","caprina_ovina",0.9923116
"MLI","Malí","pescado_mariscos",8.148405
"MLI","Malí","otras_carnes",1.478926
"MLT","Malta","pescado_mariscos",19.568254
"MLT","Malta","caprina_ovina",0.9766992
"MLT","Malta","otras_carnes",0.5226198
"MLT","Malta","aviar",21.555923
"MLT","Malta","porcina",22.138515
"MLT","Malta","vacuna",22.60973
"MMR","Myanmar","porcina",20.4712
"MMR","Myanmar","vacuna",9.481935
"MMR","Myanmar","aviar",30.40126
"MMR","Myanmar","caprina_ovina",1.7721337
"MMR","Myanmar","otras_carnes",0
"MMR","Myanmar","pescado_mariscos",45.851414
"MNE","Montenegro","porcina",43.17209
"MNE","Montenegro","vacuna",14.966456
"MNE","Montenegro","otras_carnes",0.14976442
"MNE","Montenegro","pescado_mariscos",15.555531
"MNE","Montenegro","caprina_ovina",1.966906
"MNE","Montenegro","aviar",17.053175
"MNG","Mongolia","aviar",2.9555302
"MNG","Mongolia","caprina_ovina",66.00684
"MNG","Mongolia","vacuna",26.4306
"MNG","Mongolia","otras_carnes",15.026434
"MNG","Mongolia","pescado_mariscos",0.56722295
"MNG","Mongolia","porcina",0.6070281
"MOZ","Mozambique","pescado_mariscos",13.463253
"MOZ","Mozambique","vacuna",0.5613866
"MOZ","Mozambique","otras_carnes",0.01002476
"MOZ","Mozambique","aviar",3.839483
"MOZ","Mozambique","caprina_ovina",0.07017332
"MOZ","Mozambique","porcina",3.0976508
"MRT","Mauritania","aviar",6.501207
"MRT","Mauritania","vacuna",6.5632215
"MRT","Mauritania","otras_carnes",6.4908714
"MRT","Mauritania","caprina_ovina",12.568311
"MRT","Mauritania","porcina",0.010335782
"MRT","Mauritania","pescado_mariscos",8.7234
"MUS","Mauricio","pescado_mariscos",23.50829
"MUS","Mauricio","caprina_ovina",3.3219302
"MUS","Mauricio","porcina",3.1161468
"MUS","Mauricio","aviar",37.913116
"MUS","Mauricio","vacuna",4.380244
"MUS","Mauricio","otras_carnes",0.7937355
"MWI","Malawi","caprina_ovina",3.0703392
"MWI","Malawi","porcina",11.689009
"MWI","Malawi","aviar",5.6470547
"MWI","Malawi","pescado_mariscos",10.010689
"MWI","Malawi","vacuna",2.87289
"MWI","Malawi","otras_carnes",0
"MYS","Malasia","aviar",48.977966
"MYS","Malasia","pescado_mariscos",53.32593
"MYS","Malasia","caprina_ovina",0.97487986
"MYS","Malasia","porcina",7.253106
"MYS","Malasia","vacuna",5.868777
"MYS","Malasia","otras_carnes",0.019497598
"NAM","Namibia","aviar",10.422523
"NAM","Namibia","caprina_ovina",4.2465906
"NAM","Namibia","otras_carnes",4.8794966
"NAM","Namibia","pescado_mariscos",12.106867
"NAM","Namibia","porcina",4.5426273
"NAM","Namibia","vacuna",8.983173
"NCL","Nueva Caledonia","aviar",40.809635
"NCL","Nueva Caledonia","porcina",17.294754
"NCL","Nueva Caledonia","vacuna",17.603767
"NCL","Nueva Caledonia","otras_carnes",1.0566247
"NCL","Nueva Caledonia","caprina_ovina",1.265956
"NCL","Nueva Caledonia","pescado_mariscos",23.335457
"NER","Níger","vacuna",2.8251772
"NER","Níger","porcina",0.059686843
"NER","Níger","otras_carnes",2.1885178
"NER","Níger","pescado_mariscos",1.8502922
"NER","Níger","aviar",1.0047286
"NER","Níger","caprina_ovina",2.168622
"NGA","Nigeria","aviar",1.1478179
"NGA","Nigeria","caprina_ovina",1.9789964
"NGA","Nigeria","otras_carnes",0.82128346
"NGA","Nigeria","pescado_mariscos",6.679113
"NGA","Nigeria","porcina",1.4545624
"NGA","Nigeria","vacuna",1.5634072
"NIC","Nicaragua","aviar",21.376158
"NIC","Nicaragua","caprina_ovina",0.009805577
"NIC","Nicaragua","pescado_mariscos",6.5010977
"NIC","Nicaragua","porcina",5.196956
"NIC","Nicaragua","vacuna",2.1180048
"NIC","Nicaragua","otras_carnes",0.3431952
"NLD","Países Bajos","caprina_ovina",1.0909196
"NLD","Países Bajos","porcina",27.233675
"NLD","Países Bajos","aviar",9.818275
"NLD","Países Bajos","pescado_mariscos",21.484236
"NLD","Países Bajos","vacuna",15.931355
"NLD","Países Bajos","otras_carnes",4.0491786
"NOR","Noruega","aviar",20.143847
"NOR","Noruega","porcina",23.832014
"NOR","Noruega","vacuna",17.94707
"NOR","Noruega","otras_carnes",1.1890814
"NOR","Noruega","caprina_ovina",4.635402
"NOR","Noruega","pescado_mariscos",50.566196
"NPL","Nepal","caprina_ovina",2.6507301
"NPL","Nepal","porcina",1.0027106
"NPL","Nepal","vacuna",8.170602
"NPL","Nepal","aviar",2.2337613
"NPL","Nepal","pescado_mariscos",3.4945953
"NPL","Nepal","otras_carnes",0
"NRU","Nauru","aviar",44.73038
"NRU","Nauru","caprina_ovina",2.972672
"NRU","Nauru","otras_carnes",3.0428236
"NRU","Nauru","pescado_mariscos",44.747917
"NRU","Nauru","porcina",24.702114
"NRU","Nauru","vacuna",16.739914
"NZL","Nueva Zelanda","caprina_ovina",12.319667
"NZL","Nueva Zelanda","porcina",23.962847
"NZL","Nueva Zelanda","vacuna",17.741083
"NZL","Nueva Zelanda","pescado_mariscos",25.153843
"NZL","Nueva Zelanda","otras_carnes",2.229545
"NZL","Nueva Zelanda","aviar",24.763197
"OMN","Omán","caprina_ovina",12.633368
"OMN","Omán","porcina",0.40462747
"OMN","Omán","vacuna",10.160645
"OMN","Omán","pescado_mariscos",29.301771
"OMN","Omán","otras_carnes",3.4618125
"OMN","Omán","aviar",22.097155
"PAK","Pakistán","aviar",5.9793463
"PAK","Pakistán","caprina_ovina",2.518131
"PAK","Pakistán","porcina",0
"PAK","Pakistán","vacuna",9.557231
"PAK","Pakistán","otras_carnes",0.019445028
"PAK","Pakistán","pescado_mariscos",1.5847697
"PAN","Panamá","porcina",15.9855
"PAN","Panamá","vacuna",14.5688095
"PAN","Panamá","otras_carnes",1.0047455
"PAN","Panamá","pescado_mariscos",13.744919
"PAN","Panamá","aviar",55.632755
"PAN","Panamá","caprina_ovina",0.010047454
"PER","Perú","aviar",42.263268
"PER","Perú","vacuna",4.158016
"PER","Perú","otras_carnes",1.1484045
"PER","Perú","caprina_ovina",0.762303
"PER","Perú","porcina",4.484718
"PER","Perú","pescado_mariscos",26.829107
"PHL","Filipinas","pescado_mariscos",28.393742
"PHL","Filipinas","caprina_ovina",0.2832537
"PHL","Filipinas","porcina",14.172453
"PHL","Filipinas","aviar",15.481281
"PHL","Filipinas","vacuna",3.0083497
"PHL","Filipinas","otras_carnes",0.009767369
"PNG","Papua Nueva Guinea","porcina",9.094177
"PNG","Papua Nueva Guinea","vacuna",0.73414147
"PNG","Papua Nueva Guinea","aviar",3.5514092
"PNG","Papua Nueva Guinea","caprina_ovina",1.3581617
"PNG","Papua Nueva Guinea","pescado_mariscos",13.407258
"PNG","Papua Nueva Guinea","otras_carnes",42.497616
"POL","Polonia","aviar",32.392086
"POL","Polonia","caprina_ovina",0.029545836
"POL","Polonia","otras_carnes",0.108334735
"POL","Polonia","pescado_mariscos",12.271371
"POL","Polonia","porcina",54.118126
"POL","Polonia","vacuna",1.5166862
"PRK","Corea del Norte","caprina_ovina",0.57801217
"PRK","Corea del Norte","porcina",4.2653317
"PRK","Corea del Norte","vacuna",0.807224
"PRK","Corea del Norte","aviar",1.7738996
"PRK","Corea del Norte","pescado_mariscos",10.9623
"PRK","Corea del Norte","otras_carnes",6.1388884
"PRT","Portugal","pescado_mariscos",59.35927
"PRT","Portugal","caprina_ovina",2.1090117
"PRT","Portugal","porcina",37.71467
"PRT","Portugal","vacuna",18.56524
"PRT","Portugal","aviar",30.26877
"PRT","Portugal","otras_carnes",0.66339797
"PRY","Paraguay","pescado_mariscos",4.321315
"PRY","Paraguay","caprina_ovina",0.38794845
"PRY","Paraguay","otras_carnes",0.20475057
"PRY","Paraguay","aviar",10.366844
"PRY","Paraguay","porcina",9.515513
"PRY","Paraguay","vacuna",23.56787
"PYF","Polinesia Francesa","caprina_ovina",2.2142708
"PYF","Polinesia Francesa","porcina",13.322838
"PYF","Polinesia Francesa","aviar",45.40185
"PYF","Polinesia Francesa","otras_carnes",1.2187792
"PYF","Polinesia Francesa","pescado_mariscos",43.95048
"PYF","Polinesia Francesa","vacuna",19.86331
"QAT","Qatar","caprina_ovina",12.117487
"QAT","Qatar","porcina",1.221142
"QAT","Qatar","vacuna",8.71499
"QAT","Qatar","pescado_mariscos",21.980558
"QAT","Qatar","otras_carnes",0.46967003
"QAT","Qatar","aviar",56.652645
"ROU","Rumania","aviar",23.678478
"ROU","Rumania","caprina_ovina",2.5528822
"ROU","Rumania","vacuna",5.184923
"ROU","Rumania","otras_carnes",0.14842339
"ROU","Rumania","pescado_mariscos",8.232551
"ROU","Rumania","porcina",34.13738
"RUS","Rusia","porcina",28.261415
"RUS","Rusia","vacuna",12.898028
"RUS","Rusia","otras_carnes",3.5978181
"RUS","Rusia","pescado_mariscos",21.757278
"RUS","Rusia","caprina_ovina",1.4732014
"RUS","Rusia","aviar",30.847033
"RWA","Rwanda","caprina_ovina",1.6551895
"RWA","Rwanda","porcina",0.95567495
"RWA","Rwanda","aviar",1.4778478
"RWA","Rwanda","otras_carnes",1.5074047
"RWA","Rwanda","pescado_mariscos",4.492657
"RWA","Rwanda","vacuna",2.6502738
"SAU","Arabia Saudita","caprina_ovina",4.6132083
"SAU","Arabia Saudita","porcina",NA
"SAU","Arabia Saudita","vacuna",4.265042
"SAU","Arabia Saudita","pescado_mariscos",11.354102
"SAU","Arabia Saudita","otras_carnes",2.7950048
"SAU","Arabia Saudita","aviar",41.54789
"SDN","Sudán","pescado_mariscos",1.1248338
"SDN","Sudán","vacuna",7.8442354
"SDN","Sudán","otras_carnes",3.3054326
"SDN","Sudán","aviar",1.8253882
"SDN","Sudán","caprina_ovina",7.0844793
"SDN","Sudán","porcina",0
"SEN","Senegal","aviar",7.487648
"SEN","Senegal","caprina_ovina",3.096932
"SEN","Senegal","vacuna",5.063076
"SEN","Senegal","otras_carnes",0.65198565
"SEN","Senegal","pescado_mariscos",12.122858
"SEN","Senegal","porcina",1.1919113
"SLB","Islas Salomón","aviar",6.1016426
"SLB","Islas Salomón","caprina_ovina",0.049687646
"SLB","Islas Salomón","otras_carnes",0.039750114
"SLB","Islas Salomón","pescado_mariscos",27.884705
"SLB","Islas Salomón","porcina",4.372513
"SLB","Islas Salomón","vacuna",1.7490051
"SLE","Sierra Leona","aviar",5.202395
"SLE","Sierra Leona","vacuna",1.2109859
"SLE","Sierra Leona","otras_carnes",1.3563042
"SLE","Sierra Leona","pescado_mariscos",24.704111
"SLE","Sierra Leona","caprina_ovina",0.4456428
"SLE","Sierra Leona","porcina",0.9687887
"SLV","El Salvador","aviar",26.69628
"SLV","El Salvador","vacuna",8.431489
"SLV","El Salvador","otras_carnes",0
"SLV","El Salvador","caprina_ovina",0.020614887
"SLV","El Salvador","porcina",4.8651133
"SLV","El Salvador","pescado_mariscos",6.7410684
"SRB","Serbia","porcina",44.328022
"SRB","Serbia","vacuna",7.2079053
"SRB","Serbia","otras_carnes",0.4749855
"SRB","Serbia","pescado_mariscos",7.956007
"SRB","Serbia","caprina_ovina",4.417365
"SRB","Serbia","aviar",16.731365
"SSD","Sudán del Sur","aviar",4.559296
"SSD","Sudán del Sur","caprina_ovina",3.5672271
"SSD","Sudán del Sur","porcina",0.010553926
"SSD","Sudán del Sur","vacuna",13.086868
"SSD","Sudán del Sur","otras_carnes",0.9498533
"SSD","Sudán del Sur","pescado_mariscos",3.0817466
"STP","Santo Tomé y Príncipe","aviar",17.169954
"STP","Santo Tomé y Príncipe","porcina",4.7009397
"STP","Santo Tomé y Príncipe","vacuna",1.7340353
"STP","Santo Tomé y Príncipe","otras_carnes",0
"STP","Santo Tomé y Príncipe","caprina_ovina",0.06013995
"STP","Santo Tomé y Príncipe","pescado_mariscos",27.714493
"SUR","Surinam","porcina",7.701676
"SUR","Surinam","vacuna",4.2422028
"SUR","Surinam","aviar",47.95912
"SUR","Surinam","caprina_ovina",0.028989997
"SUR","Surinam","pescado_mariscos",15.944499
"SUR","Surinam","otras_carnes",0.24158332
"SVK","Eslovaquia","aviar",16.909164
"SVK","Eslovaquia","vacuna",5.8431673
"SVK","Eslovaquia","otras_carnes",0.85046095
"SVK","Eslovaquia","caprina_ovina",0.07003796
"SVK","Eslovaquia","porcina",38.841053
"SVK","Eslovaquia","pescado_mariscos",10.205531
"SVN","Eslovenia","pescado_mariscos",12.968537
"SVN","Eslovenia","caprina_ovina",0.8050114
"SVN","Eslovenia","porcina",25.31859
"SVN","Eslovenia","aviar",29.805056
"SVN","Eslovenia","vacuna",14.971249
"SVN","Eslovenia","otras_carnes",0.30433357
"SWE","Suecia","pescado_mariscos",31.342962
"SWE","Suecia","caprina_ovina",1.2564456
"SWE","Suecia","otras_carnes",0.19479778
"SWE","Suecia","aviar",14.999429
"SWE","Suecia","porcina",27.865824
"SWE","Suecia","vacuna",21.93423
"SWZ","Eswatini","aviar",7.133926
"SWZ","Eswatini","caprina_ovina",1.7982209
"SWZ","Eswatini","otras_carnes",0.2063532
"SWZ","Eswatini","pescado_mariscos",4.205675
"SWZ","Eswatini","porcina",1.9849213
"SWZ","Eswatini","vacuna",15.790934
"SYC","Seychelles","caprina_ovina",2.329575
"SYC","Seychelles","porcina",12.784708
"SYC","Seychelles","aviar",34.35657
"SYC","Seychelles","vacuna",8.5542
"SYC","Seychelles","otras_carnes",0.16772941
"SYC","Seychelles","pescado_mariscos",52.89067
"SYR","Siria","pescado_mariscos",1.8366231
"SYR","Siria","aviar",5.3666463
"SYR","Siria","caprina_ovina",6.0237865
"SYR","Siria","porcina",0
"SYR","Siria","otras_carnes",0.09267364
"SYR","Siria","vacuna",1.8113484
"TCD","Chad","porcina",0.14802778
"TCD","Chad","vacuna",27.148294
"TCD","Chad","aviar",0.47368887
"TCD","Chad","caprina_ovina",17.674517
"TCD","Chad","pescado_mariscos",6.5132217
"TCD","Chad","otras_carnes",0.80921847
"TGO","Togo","pescado_mariscos",11.463107
"TGO","Togo","vacuna",0.7746668
"TGO","Togo","otras_carnes",0.7844727
"TGO","Togo","aviar",7.0210304
"TGO","Togo","caprina_ovina",1.392439
"TGO","Togo","porcina",2.2749708
"THA","Tailandia","caprina_ovina",0.03906223
"THA","Tailandia","porcina",12.8319435
"THA","Tailandia","aviar",11.132736
"THA","Tailandia","otras_carnes",0
"THA","Tailandia","pescado_mariscos",28.476368
"THA","Tailandia","vacuna",1.1523359
"TJK","Tayikistán","aviar",3.5179489
"TJK","Tayikistán","caprina_ovina",7.8254375
"TJK","Tayikistán","vacuna",25.764978
"TJK","Tayikistán","otras_carnes",0
"TJK","Tayikistán","pescado_mariscos",0.65961546
"TJK","Tayikistán","porcina",0.08994756
"TKM","Turkmenistán","caprina_ovina",20.031818
"TKM","Turkmenistán","porcina",0.08684315
"TKM","Turkmenistán","vacuna",21.701136
"TKM","Turkmenistán","aviar",5.8667364
"TKM","Turkmenistán","pescado_mariscos",2.7114358
"TKM","Turkmenistán","otras_carnes",0
"TLS","Timor Oriental","porcina",11.652998
"TLS","Timor Oriental","vacuna",1.6328397
"TLS","Timor Oriental","otras_carnes",0
"TLS","Timor Oriental","pescado_mariscos",6.511075
"TLS","Timor Oriental","aviar",9.523208
"TLS","Timor Oriental","caprina_ovina",0.38539073
"TTO","Trinidad y Tabago","porcina",5.1715446
"TTO","Trinidad y Tabago","vacuna",5.245292
"TTO","Trinidad y Tabago","aviar",58.196007
"TTO","Trinidad y Tabago","caprina_ovina",1.3366737
"TTO","Trinidad y Tabago","otras_carnes",0.055310633
"TTO","Trinidad y Tabago","pescado_mariscos",21.746298
"TUN","Túnez","aviar",17.375578
"TUN","Túnez","caprina_ovina",5.335119
"TUN","Túnez","otras_carnes",0.2721008
"TUN","Túnez","pescado_mariscos",13.653629
"TUN","Túnez","porcina",0.009717885
"TUN","Túnez","vacuna",3.5470283
"TUR","Turquía","aviar",20.038383
"TUR","Turquía","caprina_ovina",1.3031465
"TUR","Turquía","otras_carnes",0.010024203
"TUR","Turquía","pescado_mariscos",5.5333605
"TUR","Turquía","porcina",0
"TUR","Turquía","vacuna",15.988605
"TWN","Taiwán","caprina_ovina",0.8298366
"TWN","Taiwán","porcina",38.34245
"TWN","Taiwán","vacuna",6.078803
"TWN","Taiwán","pescado_mariscos",29.754143
"TWN","Taiwán","otras_carnes",0.04999016
"TWN","Taiwán","aviar",41.631805
"TZA","Tanzania","porcina",0.2420172
"TZA","Tanzania","vacuna",7.5702977
"TZA","Tanzania","otras_carnes",0.3872275
"TZA","Tanzania","pescado_mariscos",6.234363
"TZA","Tanzania","caprina_ovina",1.1713632
"TZA","Tanzania","aviar",1.4424225
"UGA","Uganda","caprina_ovina",1.0197951
"UGA","Uganda","porcina",2.9563756
"UGA","Uganda","aviar",1.565746
"UGA","Uganda","pescado_mariscos",14.771578
"UGA","Uganda","vacuna",3.687744
"UGA","Uganda","otras_carnes",0
"UKR","Ucrania","aviar",24.750452
"UKR","Ucrania","porcina",16.66298
"UKR","Ucrania","vacuna",7.1811166
"UKR","Ucrania","otras_carnes",0.43823737
"UKR","Ucrania","caprina_ovina",0.25895843
"UKR","Ucrania","pescado_mariscos",13.704878
"URY","Uruguay","porcina",14.303827
"URY","Uruguay","vacuna",19.682959
"URY","Uruguay","aviar",21.30379
"URY","Uruguay","caprina_ovina",2.5528076
"URY","Uruguay","pescado_mariscos",9.258993
"URY","Uruguay","otras_carnes",1.0332793
"USA","Estados Unidos","porcina",30.189499
"USA","Estados Unidos","vacuna",37.313194
"USA","Estados Unidos","otras_carnes",0.7980906
"USA","Estados Unidos","pescado_mariscos",22.45492
"USA","Estados Unidos","aviar",57.82708
"USA","Estados Unidos","caprina_ovina",0.6010312
"UZB","Uzbekistán","pescado_mariscos",4.023093
"UZB","Uzbekistán","caprina_ovina",5.859939
"UZB","Uzbekistán","otras_carnes",0.19965722
"UZB","Uzbekistán","aviar",3.084704
"UZB","Uzbekistán","porcina",0.15972577
"UZB","Uzbekistán","vacuna",31.58577
"VCT","San Vicente y las Granadinas","otras_carnes",0.021203319
"VCT","San Vicente y las Granadinas","aviar",79.14139
"VCT","San Vicente y las Granadinas","caprina_ovina",0.69970953
"VCT","San Vicente y las Granadinas","pescado_mariscos",20.588423
"VCT","San Vicente y las Granadinas","vacuna",8.290498
"VCT","San Vicente y las Granadinas","porcina",11.937469
"VEN","Venezuela","pescado_mariscos",10.180481
"VEN","Venezuela","caprina_ovina",0.3393494
"VEN","Venezuela","porcina",4.4215226
"VEN","Venezuela","aviar",16.079172
"VEN","Venezuela","vacuna",11.997
"VEN","Venezuela","otras_carnes",0
"VNM","Vietnam","aviar",15.922855
"VNM","Vietnam","caprina_ovina",0.2215704
"VNM","Vietnam","otras_carnes",0.2819987
"VNM","Vietnam","pescado_mariscos",39.84239
"VNM","Vietnam","porcina",38.452538
"VNM","Vietnam","vacuna",6.1536145
"VUT","Vanuatu","aviar",14.406395
"VUT","Vanuatu","vacuna",7.084951
"VUT","Vanuatu","otras_carnes",0.10839285
"VUT","Vanuatu","caprina_ovina",0.17737013
"VUT","Vanuatu","porcina",12.199123
"VUT","Vanuatu","pescado_mariscos",28.566442
"WSM","Samoa","caprina_ovina",3.2124598
"WSM","Samoa","porcina",11.308228
"WSM","Samoa","aviar",60.602867
"WSM","Samoa","pescado_mariscos",43.968235
"WSM","Samoa","vacuna",6.378763
"WSM","Samoa","otras_carnes",0.009231206
"YEM","Yemen","aviar",10.365718
"YEM","Yemen","caprina_ovina",4.028033
"YEM","Yemen","porcina",0
"YEM","Yemen","vacuna",2.799298
"YEM","Yemen","otras_carnes",0.092386074
"YEM","Yemen","pescado_mariscos",2.7346277
"ZAF","Sudáfrica","caprina_ovina",2.8140445
"ZAF","Sudáfrica","porcina",4.1857653
"ZAF","Sudáfrica","vacuna",17.37849
"ZAF","Sudáfrica","aviar",35.16043
"ZAF","Sudáfrica","pescado_mariscos",6.515673
"ZAF","Sudáfrica","otras_carnes",0.7463774
"ZMB","Zambia","aviar",2.5641582
"ZMB","Zambia","caprina_ovina",0.50506145
"ZMB","Zambia","porcina",1.4957589
"ZMB","Zambia","vacuna",9.03283
"ZMB","Zambia","otras_carnes",2.1367984
"ZMB","Zambia","pescado_mariscos",12.684813
"ZWE","Zimbabwe","aviar",4.382142
"ZWE","Zimbabwe","caprina_ovina",1.7642391
"ZWE","Zimbabwe","porcina",0.6449906
"ZWE","Zimbabwe","vacuna",40.122208
"ZWE","Zimbabwe","otras_carnes",2.3333485
"ZWE","Zimbabwe","pescado_mariscos",2.8170915
