"geocodigoFundar","geonombreFundar","anio","salario_real_ppa_consumo_privado_2017"
"NZL","Nueva Zelanda","2014","2906.92697"
"NZL","Nueva Zelanda","2015","2962.06262"
"NZL","Nueva Zelanda","2016","3065.41437"
"NZL","Nueva Zelanda","2017","3094.19558"
"NZL","Nueva Zelanda","2018","3143.78523"
"NZL","Nueva Zelanda","2019","3259.22942"
"NZL","Nueva Zelanda","2020","3310.88695"
"NZL","Nueva Zelanda","2021","3442.65799"
"NLD","Países Bajos","1975","4714.90992"
"NLD","Países Bajos","1976","4778.09271"
"NLD","Países Bajos","1977","4832.03851"
"NLD","Países Bajos","1978","4981.96246"
"NLD","Países Bajos","1979","5082.29488"
"NLD","Países Bajos","1980","4913.89763"
"NLD","Países Bajos","1981","4632.04193"
"NLD","Países Bajos","1982","4552.59503"
"NLD","Países Bajos","1983","4526.93558"
"NLD","Países Bajos","1984","4368.12715"
"NLD","Países Bajos","1985","4287.68072"
"NLD","Países Bajos","1986","4434.77175"
"NLD","Países Bajos","1987","4123.43046"
"NLD","Países Bajos","1988","4149.15168"
"NLD","Países Bajos","1989","4141.60670"
"NLD","Países Bajos","1990","4152.55456"
"NLD","Países Bajos","1991","4134.37758"
"NLD","Países Bajos","1992","4107.85459"
"NLD","Países Bajos","1993","4118.84114"
"NLD","Países Bajos","1994","4092.79784"
"NLD","Países Bajos","1995","4123.61256"
"NLD","Países Bajos","1996","4090.37670"
"NLD","Países Bajos","1997","4086.67679"
"NLD","Países Bajos","1998","4136.36171"
"NLD","Países Bajos","1999","4236.34491"
"NLD","Países Bajos","2000","4322.72562"
"NLD","Países Bajos","2001","4278.60999"
"NLD","Países Bajos","2002","4302.29088"
"NLD","Países Bajos","2003","4349.99586"
"NLD","Países Bajos","2004","4386.81977"
"NLD","Países Bajos","2005","4623.88383"
"NLD","Países Bajos","2006","4662.62320"
"NLD","Países Bajos","2007","4728.14504"
"NLD","Países Bajos","2008","4789.59978"
"NLD","Países Bajos","2009","4830.30779"
"NLD","Países Bajos","2010","4827.79598"
"NLD","Países Bajos","2011","4837.62196"
"NLD","Países Bajos","2012","4767.62882"
"NLD","Países Bajos","2013","4735.95446"
"NLD","Países Bajos","2014","4801.07659"
"NLD","Países Bajos","2015","4768.76537"
"NLD","Países Bajos","2016","4838.88975"
"NLD","Países Bajos","2017","4837.39200"
"NLD","Países Bajos","2018","4871.66688"
"NLD","Países Bajos","2019","4888.57694"
"NLD","Países Bajos","2020","5035.68836"
"NLD","Países Bajos","2021","4857.26367"
"POL","Polonia","1991","1320.77364"
"POL","Polonia","1992","1460.69987"
"POL","Polonia","1993","1401.95175"
"POL","Polonia","1994","1489.77985"
"POL","Polonia","1995","1561.06404"
"POL","Polonia","1996","1657.92822"
"POL","Polonia","1997","1739.96174"
"POL","Polonia","1998","1775.81300"
"POL","Polonia","1999","1881.82237"
"POL","Polonia","2000","1905.71114"
"POL","Polonia","2001","1987.27854"
"POL","Polonia","2002","1997.43778"
"POL","Polonia","2003","2018.79682"
"POL","Polonia","2004","1994.08794"
"POL","Polonia","2005","1987.66978"
"POL","Polonia","2006","1998.74265"
"POL","Polonia","2007","2065.37180"
"POL","Polonia","2008","2155.48501"
"POL","Polonia","2009","2143.94751"
"POL","Polonia","2010","2301.25205"
"POL","Polonia","2011","2328.55418"
"POL","Polonia","2012","2323.40265"
"POL","Polonia","2013","2331.88714"
"POL","Polonia","2014","2377.28895"
"POL","Polonia","2015","2458.42741"
"POL","Polonia","2016","2598.74767"
"POL","Polonia","2017","2687.82274"
"POL","Polonia","2018","2843.55155"
"POL","Polonia","2019","3025.78327"
"POL","Polonia","2020","3084.95556"
"POL","Polonia","2021","3092.95673"
"PRT","Portugal","1953","778.95802"
"PRT","Portugal","1954","842.67233"
"PRT","Portugal","1955","846.45382"
"PRT","Portugal","1956","851.87514"
"PRT","Portugal","1957","862.52836"
"PRT","Portugal","1958","849.73552"
"PRT","Portugal","1959","896.97627"
"PRT","Portugal","1960","919.99409"
"PRT","Portugal","1961","995.50758"
"PRT","Portugal","1962","1031.67788"
"PRT","Portugal","1963","1111.33255"
"PRT","Portugal","1964","1186.43668"
"PRT","Portugal","1965","1290.05672"
"PRT","Portugal","1966","1379.17354"
"PRT","Portugal","1967","1511.83396"
"PRT","Portugal","1968","1549.34297"
"PRT","Portugal","1969","1593.35655"
"PRT","Portugal","1970","1614.31412"
"PRT","Portugal","1971","1676.87186"
"PRT","Portugal","1972","1764.26532"
"PRT","Portugal","1973","1842.13588"
"PRT","Portugal","1974","2079.94681"
"PRT","Portugal","1975","2363.24065"
"PRT","Portugal","1976","2383.96405"
"PRT","Portugal","1977","2267.21801"
"PRT","Portugal","1978","2194.27885"
"PRT","Portugal","1979","2161.45210"
"PRT","Portugal","1980","2232.16842"
"PRT","Portugal","1981","2309.39504"
"PRT","Portugal","1982","2250.32643"
"PRT","Portugal","1983","2129.53748"
"PRT","Portugal","1984","2018.93851"
"PRT","Portugal","1985","2040.57835"
"PRT","Portugal","1986","2150.97775"
"PRT","Portugal","1987","2250.30697"
"PRT","Portugal","1988","2278.96945"
"PRT","Portugal","1989","2308.52431"
"PRT","Portugal","1990","2394.03333"
"PRT","Portugal","1991","2553.20855"
"PRT","Portugal","1992","2673.48389"
"PRT","Portugal","1993","2702.10785"
"PRT","Portugal","1994","2706.05260"
"PRT","Portugal","1995","2777.90891"
"PRT","Portugal","1996","2910.61051"
"PRT","Portugal","1997","2895.68818"
"PRT","Portugal","1998","2859.76474"
"PRT","Portugal","1999","2913.27725"
"PRT","Portugal","2000","2980.65532"
"PRT","Portugal","2001","2971.48549"
"PRT","Portugal","2002","2979.17769"
"PRT","Portugal","2003","2974.72915"
"PRT","Portugal","2004","3000.59192"
"PRT","Portugal","2005","3053.91747"
"PRT","Portugal","2006","2981.05796"
"PRT","Portugal","2007","3024.59816"
"PRT","Portugal","2008","3008.37402"
"PRT","Portugal","2009","3111.76540"
"PRT","Portugal","2010","3120.56910"
"PRT","Portugal","2011","2932.16263"
"PRT","Portugal","2012","2764.40256"
"PRT","Portugal","2013","2858.63597"
"PRT","Portugal","2014","2749.24846"
"PRT","Portugal","2015","2734.42828"
"PRT","Portugal","2016","2758.57667"
"PRT","Portugal","2017","2766.08780"
"PRT","Portugal","2018","2838.37264"
"PRT","Portugal","2019","2977.32898"
"PRT","Portugal","2020","3033.16886"
"PRT","Portugal","2021","3131.03665"
"GBR","Reino Unido","1970","1789.07669"
"GBR","Reino Unido","1971","1820.53671"
"GBR","Reino Unido","1972","1920.74879"
"GBR","Reino Unido","1973","1990.03993"
"GBR","Reino Unido","1974","2038.33390"
"GBR","Reino Unido","1975","2153.99534"
"GBR","Reino Unido","1976","2118.20398"
"GBR","Reino Unido","1977","2020.36554"
"GBR","Reino Unido","1978","2114.39061"
"GBR","Reino Unido","1979","2149.16066"
"GBR","Reino Unido","1980","2200.75746"
"GBR","Reino Unido","1981","2229.84938"
"GBR","Reino Unido","1982","2229.76769"
"GBR","Reino Unido","1983","2307.33239"
"GBR","Reino Unido","1984","2329.30861"
"GBR","Reino Unido","1985","2366.58943"
"GBR","Reino Unido","1986","2471.45993"
"GBR","Reino Unido","1987","2534.24259"
"GBR","Reino Unido","1988","2636.86512"
"GBR","Reino Unido","1989","2724.10651"
"GBR","Reino Unido","1990","2767.65937"
"GBR","Reino Unido","1991","2812.77401"
"GBR","Reino Unido","1992","2857.28441"
"GBR","Reino Unido","1993","2890.45885"
"GBR","Reino Unido","1994","2911.05262"
"GBR","Reino Unido","1995","2920.06623"
"GBR","Reino Unido","1996","2931.04689"
"GBR","Reino Unido","1997","3029.78601"
"GBR","Reino Unido","1998","3066.62783"
"GBR","Reino Unido","1999","3196.35075"
"GBR","Reino Unido","2000","3341.69802"
"GBR","Reino Unido","2001","3469.67709"
"GBR","Reino Unido","2002","3469.26687"
"GBR","Reino Unido","2003","3600.71944"
"GBR","Reino Unido","2004","3757.03283"
"GBR","Reino Unido","2005","3847.59294"
"GBR","Reino Unido","2006","3941.11245"
"GBR","Reino Unido","2007","4085.87535"
"GBR","Reino Unido","2008","3985.52365"
"GBR","Reino Unido","2009","3934.14379"
"GBR","Reino Unido","2010","3956.31997"
"GBR","Reino Unido","2011","3875.61401"
"GBR","Reino Unido","2012","3831.37989"
"GBR","Reino Unido","2013","3852.79355"
"GBR","Reino Unido","2014","3825.44416"
"GBR","Reino Unido","2015","3860.01593"
"GBR","Reino Unido","2016","3930.62541"
"GBR","Reino Unido","2017","3937.53219"
"GBR","Reino Unido","2018","3958.05752"
"GBR","Reino Unido","2019","4049.68445"
"GBR","Reino Unido","2020","4011.13506"
"GBR","Reino Unido","2021","4108.63999"
"SWE","Suecia","1970","1903.44221"
"SWE","Suecia","1971","1919.38019"
"SWE","Suecia","1972","1966.95929"
"SWE","Suecia","1973","1967.09044"
"SWE","Suecia","1974","2019.34836"
"SWE","Suecia","1975","2140.05850"
"SWE","Suecia","1976","2279.97483"
"SWE","Suecia","1977","2289.59748"
"SWE","Suecia","1978","2309.70213"
"SWE","Suecia","1979","2330.85015"
"SWE","Suecia","1980","2304.87469"
"SWE","Suecia","1981","2250.28807"
"SWE","Suecia","1982","2197.74291"
"SWE","Suecia","1983","2180.17461"
"SWE","Suecia","1984","2185.57937"
"SWE","Suecia","1985","2189.69644"
"SWE","Suecia","1986","2300.13117"
"SWE","Suecia","1987","2438.61860"
"SWE","Suecia","1988","2475.76532"
"SWE","Suecia","1989","2588.99179"
"SWE","Suecia","1990","2608.58835"
"SWE","Suecia","1991","2556.34219"
"SWE","Suecia","1992","2595.91928"
"SWE","Suecia","1993","2574.76075"
"SWE","Suecia","1994","2683.31434"
"SWE","Suecia","1995","2685.80648"
"SWE","Suecia","1996","2841.15420"
"SWE","Suecia","1997","2973.06851"
"SWE","Suecia","1998","2937.91618"
"SWE","Suecia","1999","3033.82194"
"SWE","Suecia","2000","3217.75486"
"SWE","Suecia","2001","3256.43350"
"SWE","Suecia","2002","3287.81725"
"SWE","Suecia","2003","3335.37177"
"SWE","Suecia","2004","3459.19501"
"SWE","Suecia","2005","3530.53684"
"SWE","Suecia","2006","3572.79122"
"SWE","Suecia","2007","3676.84085"
"SWE","Suecia","2008","3684.70445"
"SWE","Suecia","2009","3790.49061"
"SWE","Suecia","2010","3855.75636"
"SWE","Suecia","2011","3854.87708"
"SWE","Suecia","2012","3949.07382"
"SWE","Suecia","2013","4036.92250"
"SWE","Suecia","2014","4131.27492"
"SWE","Suecia","2015","4252.47212"
"SWE","Suecia","2016","4336.69567"
"SWE","Suecia","2017","4360.21007"
"SWE","Suecia","2018","4448.74073"
"SWE","Suecia","2019","4506.99529"
"SWE","Suecia","2020","4596.17674"
"SWE","Suecia","2021","4773.17389"
"CHE","Suiza","1991","4493.67850"
"CHE","Suiza","1992","4511.61444"
"CHE","Suiza","1993","4532.18634"
"CHE","Suiza","1994","4574.09914"
"CHE","Suiza","1995","4587.61277"
"CHE","Suiza","1996","4592.85298"
"CHE","Suiza","1997","4668.91504"
"CHE","Suiza","1998","4682.49162"
"CHE","Suiza","1999","4705.07271"
"CHE","Suiza","2000","4732.69251"
"CHE","Suiza","2001","4856.17232"
"CHE","Suiza","2002","4901.72610"
"CHE","Suiza","2003","4874.57793"
"CHE","Suiza","2004","4836.06402"
"CHE","Suiza","2005","4892.72552"
"CHE","Suiza","2006","4928.45019"
"CHE","Suiza","2007","5049.56452"
"CHE","Suiza","2008","5014.77267"
"CHE","Suiza","2009","5083.96392"
"CHE","Suiza","2010","5879.06480"
"CHE","Suiza","2011","5936.40702"
"CHE","Suiza","2012","6049.02509"
"CHE","Suiza","2013","6147.68398"
"CHE","Suiza","2014","6135.16794"
"CHE","Suiza","2015","6197.62379"
"CHE","Suiza","2016","6230.15780"
"CHE","Suiza","2017","6219.90936"
"CHE","Suiza","2018","6239.06662"
"CHE","Suiza","2019","6326.37542"
"CHE","Suiza","2020","6302.03003"
"CHE","Suiza","2021","6642.60772"
"TUR","Turquía","1998","2154.21486"
"TUR","Turquía","1999","1998.57510"
"TUR","Turquía","2000","1895.33919"
"TUR","Turquía","2001","1687.42953"
"TUR","Turquía","2002","1637.19435"
"TUR","Turquía","2003","1758.47110"
"TUR","Turquía","2004","1920.43878"
"TUR","Turquía","2005","1996.53860"
"TUR","Turquía","2006","2007.51329"
"TUR","Turquía","2007","2040.13131"
"TUR","Turquía","2008","2031.93567"
"TUR","Turquía","2009","2025.97622"
"TUR","Turquía","2010","2022.78335"
"TUR","Turquía","2011","2077.97499"
"TUR","Turquía","2012","2145.29005"
"TUR","Turquía","2013","2200.95864"
"TUR","Turquía","2014","2251.18631"
"TUR","Turquía","2015","2320.59832"
"TUR","Turquía","2016","2571.93000"
"TUR","Turquía","2017","2527.90453"
"TUR","Turquía","2018","2515.58838"
"TUR","Turquía","2019","2655.42285"
"TUR","Turquía","2020","2659.05867"
"TUR","Turquía","2021","2718.68313"
