"geocodigoFundar","geonombreFundar","anio","salario_real_ppa_consumo_privado_2017"
"DEU","Alemania","1970","2634.62367"
"DEU","Alemania","1971","2791.56204"
"DEU","Alemania","1972","2906.97383"
"DEU","Alemania","1973","3036.74162"
"DEU","Alemania","1974","3167.96302"
"DEU","Alemania","1975","3206.30455"
"DEU","Alemania","1976","3318.63998"
"DEU","Alemania","1977","3407.79850"
"DEU","Alemania","1978","3497.93941"
"DEU","Alemania","1979","3559.61157"
"DEU","Alemania","1980","3602.70342"
"DEU","Alemania","1981","3551.93192"
"DEU","Alemania","1982","3520.85603"
"DEU","Alemania","1983","3538.17128"
"DEU","Alemania","1984","3633.72819"
"DEU","Alemania","1985","3656.15752"
"DEU","Alemania","1986","3772.54226"
"DEU","Alemania","1987","3877.69156"
"DEU","Alemania","1988","3953.84095"
"DEU","Alemania","1989","3926.61159"
"DEU","Alemania","1990","3935.37812"
"DEU","Alemania","1991","4231.16873"
"DEU","Alemania","1992","4442.35978"
"DEU","Alemania","1993","4419.16534"
"DEU","Alemania","1994","4461.25941"
"DEU","Alemania","1995","4553.39463"
"DEU","Alemania","1996","4550.14185"
"DEU","Alemania","1997","4504.21235"
"DEU","Alemania","1998","4495.51375"
"DEU","Alemania","1999","4592.53728"
"DEU","Alemania","2000","4690.35649"
"DEU","Alemania","2001","4668.47281"
"DEU","Alemania","2002","4674.74299"
"DEU","Alemania","2003","4707.84357"
"DEU","Alemania","2004","4683.00629"
"DEU","Alemania","2005","4523.96328"
"DEU","Alemania","2006","4420.95298"
"DEU","Alemania","2007","4342.76419"
"DEU","Alemania","2008","4315.54595"
"DEU","Alemania","2009","4328.74741"
"DEU","Alemania","2010","4461.09408"
"DEU","Alemania","2011","4472.70638"
"DEU","Alemania","2012","4515.49926"
"DEU","Alemania","2013","4512.52527"
"DEU","Alemania","2014","4599.28310"
"DEU","Alemania","2015","4709.12109"
"DEU","Alemania","2016","4726.71518"
"DEU","Alemania","2017","4800.72106"
"DEU","Alemania","2018","4891.18826"
"DEU","Alemania","2019","4972.43149"
"DEU","Alemania","2021","5033.09948"
"ARG","Argentina","1935","1074.56992"
"ARG","Argentina","1936","1052.47093"
"ARG","Argentina","1937","1066.36623"
"ARG","Argentina","1938","1117.63289"
"ARG","Argentina","1939","1090.34593"
"ARG","Argentina","1940","1084.94095"
"ARG","Argentina","1941","1101.14684"
"ARG","Argentina","1942","1102.76322"
"ARG","Argentina","1943","1137.81193"
"ARG","Argentina","1944","1262.71246"
"ARG","Argentina","1945","1161.08956"
"ARG","Argentina","1946","1291.17167"
"ARG","Argentina","1947","1561.45644"
"ARG","Argentina","1948","1830.73070"
"ARG","Argentina","1949","1824.05277"
"ARG","Argentina","1950","1713.48205"
"ARG","Argentina","1951","1619.77653"
"ARG","Argentina","1952","1508.57222"
"ARG","Argentina","1953","1610.70489"
"ARG","Argentina","1954","1767.11285"
"ARG","Argentina","1955","1725.19509"
"ARG","Argentina","1956","1849.67298"
"ARG","Argentina","1957","1786.46178"
"ARG","Argentina","1958","1953.78050"
"ARG","Argentina","1959","1505.34640"
"ARG","Argentina","1960","1533.25784"
"ARG","Argentina","1961","1683.89070"
"ARG","Argentina","1962","1678.04231"
"ARG","Argentina","1963","1652.61730"
"ARG","Argentina","1964","1826.71774"
"ARG","Argentina","1965","2008.03785"
"ARG","Argentina","1966","2017.02597"
"ARG","Argentina","1967","2009.10819"
"ARG","Argentina","1968","1925.96335"
"ARG","Argentina","1969","2024.81377"
"ARG","Argentina","1970","2109.27803"
"ARG","Argentina","1971","2223.36818"
"ARG","Argentina","1972","2098.18644"
"ARG","Argentina","1973","2418.09112"
"ARG","Argentina","1974","2787.76914"
"ARG","Argentina","1975","2732.11238"
"ARG","Argentina","1976","1717.79958"
"ARG","Argentina","1977","1642.72767"
"ARG","Argentina","1978","1662.61994"
"ARG","Argentina","1979","1883.35742"
"ARG","Argentina","1980","2139.94472"
"ARG","Argentina","1981","1933.68456"
"ARG","Argentina","1982","1603.73236"
"ARG","Argentina","1983","2126.26151"
"ARG","Argentina","1984","2389.44806"
"ARG","Argentina","1985","2047.50505"
"ARG","Argentina","1986","2041.74533"
"ARG","Argentina","1987","1935.17800"
"ARG","Argentina","1988","1740.87457"
"ARG","Argentina","1989","1378.88176"
"ARG","Argentina","1990","1644.24010"
"ARG","Argentina","1991","1683.82950"
"ARG","Argentina","1992","1748.54920"
"ARG","Argentina","1993","1853.56839"
"ARG","Argentina","1994","1806.19259"
"ARG","Argentina","1995","1739.23844"
"ARG","Argentina","1996","1673.50923"
"ARG","Argentina","1997","1649.58415"
"ARG","Argentina","1998","1648.23669"
"ARG","Argentina","1999","1664.17044"
"ARG","Argentina","2000","1675.32959"
"ARG","Argentina","2001","1703.31166"
"ARG","Argentina","2002","1382.04686"
"ARG","Argentina","2003","1342.23627"
"ARG","Argentina","2004","1453.81331"
"ARG","Argentina","2005","1586.80534"
"ARG","Argentina","2006","1767.47665"
"ARG","Argentina","2007","1828.95146"
"ARG","Argentina","2008","1917.38480"
"ARG","Argentina","2009","2026.62403"
"ARG","Argentina","2010","2062.04331"
"ARG","Argentina","2011","2227.66117"
"ARG","Argentina","2012","2313.20926"
"ARG","Argentina","2013","2345.78577"
"ARG","Argentina","2014","2262.67999"
"ARG","Argentina","2015","2412.76631"
"ARG","Argentina","2016","2289.74170"
"ARG","Argentina","2017","2333.41548"
"ARG","Argentina","2018","2183.82235"
"ARG","Argentina","2019","2005.26250"
"ARG","Argentina","2020","2003.94435"
"ARG","Argentina","2021","1972.74780"
"ARG","Argentina","2022","1955.68385"
"ARG","Argentina","2023","1951.73542"
"ARG","Argentina","2024","1802.15116"
"ARG","Argentina","2025","1940.02373"
"AUS","Australia","1964","2253.61725"
"AUS","Australia","1965","2278.35304"
"AUS","Australia","1966","2302.80532"
"AUS","Australia","1967","2351.19789"
"AUS","Australia","1968","2464.17405"
"AUS","Australia","1969","2605.86972"
"AUS","Australia","1970","2776.80934"
"AUS","Australia","1971","2854.46306"
"AUS","Australia","1972","2957.14060"
"AUS","Australia","1973","3209.18655"
"AUS","Australia","1974","3567.22462"
"AUS","Australia","1975","3595.59158"
"AUS","Australia","1976","3577.81490"
"AUS","Australia","1977","3441.01873"
"AUS","Australia","1978","3417.39113"
"AUS","Australia","1979","3457.29996"
"AUS","Australia","1980","3529.42068"
"AUS","Australia","1981","3647.33000"
"AUS","Australia","1982","3626.90792"
"AUS","Australia","1983","3553.08466"
"AUS","Australia","1984","3642.22930"
"AUS","Australia","1985","3611.24534"
"AUS","Australia","1986","3466.68400"
"AUS","Australia","1987","3423.96538"
"AUS","Australia","1988","3442.19277"
"AUS","Australia","1989","3420.04696"
"AUS","Australia","1990","3251.62192"
"AUS","Australia","1991","3292.68360"
"AUS","Australia","1992","3410.78683"
"AUS","Australia","1993","3497.28948"
"AUS","Australia","1994","3504.72789"
"AUS","Australia","1995","3449.32397"
"AUS","Australia","1996","3538.14014"
"AUS","Australia","1997","3649.96826"
"AUS","Australia","1998","3760.31235"
"AUS","Australia","1999","3839.04068"
"AUS","Australia","2000","3815.34265"
"AUS","Australia","2001","3792.57305"
"AUS","Australia","2002","3840.35696"
"AUS","Australia","2003","3886.25959"
"AUS","Australia","2004","4001.35812"
"AUS","Australia","2005","4029.80559"
"AUS","Australia","2006","4127.08230"
"AUS","Australia","2007","4241.65031"
"AUS","Australia","2008","4100.47193"
"AUS","Australia","2009","4161.00414"
"AUS","Australia","2010","4320.75379"
"AUS","Australia","2011","4369.80404"
"AUS","Australia","2012","4350.02258"
"AUS","Australia","2013","4342.97163"
"AUS","Australia","2014","4333.64831"
"AUS","Australia","2015","4325.96880"
"AUS","Australia","2016","4296.56097"
"AUS","Australia","2017","4312.36385"
"AUS","Australia","2018","4323.33531"
"AUS","Australia","2019","4329.63476"
"AUS","Australia","2020","4520.37414"
"AUS","Australia","2021","4514.52570"
"AUT","Austria","1970","2506.29387"
"AUT","Austria","1971","2690.36382"
"AUT","Austria","1972","2803.62536"
"AUT","Austria","1973","2941.02510"
"AUT","Austria","1974","3075.02212"
"AUT","Austria","1975","3188.10454"
"AUT","Austria","1976","3231.30841"
"AUT","Austria","1977","3314.68047"
"AUT","Austria","1978","3477.69120"
"AUT","Austria","1979","3545.27414"
"AUT","Austria","1980","3576.77150"
"AUT","Austria","1981","3598.14986"
"AUT","Austria","1982","3604.33388"
"AUT","Austria","1983","3655.67827"
"AUT","Austria","1984","3625.75535"
"AUT","Austria","1985","3690.54530"
"AUT","Austria","1986","3829.98949"
"AUT","Austria","1987","3924.23281"
"AUT","Austria","1988","3953.93437"
"AUT","Austria","1989","4019.53157"
"AUT","Austria","1990","4095.65836"
"AUT","Austria","1991","4205.91149"
"AUT","Austria","1992","4236.24409"
"AUT","Austria","1993","4268.43984"
"AUT","Austria","1994","4131.99844"
"AUT","Austria","1995","4188.53293"
"AUT","Austria","1996","4197.15956"
"AUT","Austria","1997","4192.96966"
"AUT","Austria","1998","4317.86291"
"AUT","Austria","1999","4430.31981"
"AUT","Austria","2000","4440.18831"
"AUT","Austria","2001","4399.96859"
"AUT","Austria","2002","4425.25982"
"AUT","Austria","2003","4351.73482"
"AUT","Austria","2004","4484.72994"
"AUT","Austria","2005","4467.38381"
"AUT","Austria","2006","4525.81360"
"AUT","Austria","2007","4571.76868"
"AUT","Austria","2008","4573.19103"
"AUT","Austria","2009","4612.30619"
"AUT","Austria","2010","4588.68795"
"AUT","Austria","2011","4547.02126"
"AUT","Austria","2012","4574.63808"
"AUT","Austria","2013","4593.93192"
"AUT","Austria","2014","4642.91274"
"AUT","Austria","2015","4687.60543"
"AUT","Austria","2016","4732.06842"
"AUT","Austria","2017","4734.71742"
"AUT","Austria","2018","4794.50692"
"AUT","Austria","2019","4886.05740"
"AUT","Austria","2020","4874.54023"
"AUT","Austria","2021","4937.88003"
"BEL","Bélgica","1970","2904.66240"
"BEL","Bélgica","1971","3118.92619"
"BEL","Bélgica","1972","3379.54404"
"BEL","Bélgica","1973","3580.72246"
"BEL","Bélgica","1974","3750.41240"
"BEL","Bélgica","1975","3876.06716"
"BEL","Bélgica","1976","4119.75733"
"BEL","Bélgica","1977","4198.49906"
"BEL","Bélgica","1978","4315.63733"
"BEL","Bélgica","1979","4374.53867"
"BEL","Bélgica","1980","4373.15937"
"BEL","Bélgica","1981","4356.42867"
"BEL","Bélgica","1982","4301.86066"
"BEL","Bélgica","1983","4234.47838"
"BEL","Bélgica","1984","4283.21354"
"BEL","Bélgica","1985","4275.03995"
"BEL","Bélgica","1986","4369.71474"
"BEL","Bélgica","1987","4399.89884"
"BEL","Bélgica","1988","4464.91742"
"BEL","Bélgica","1989","4567.49327"
"BEL","Bélgica","1990","4687.14942"
"BEL","Bélgica","1991","4886.55474"
"BEL","Bélgica","1992","5029.74298"
"BEL","Bélgica","1993","5131.26904"
"BEL","Bélgica","1994","5219.74051"
"BEL","Bélgica","1995","5250.91944"
"BEL","Bélgica","1996","5216.91766"
"BEL","Bélgica","1997","5284.33997"
"BEL","Bélgica","1998","5323.93757"
"BEL","Bélgica","1999","5161.40929"
"BEL","Bélgica","2000","5111.86801"
"BEL","Bélgica","2001","5272.93684"
"BEL","Bélgica","2002","5423.99474"
"BEL","Bélgica","2003","5412.21143"
"BEL","Bélgica","2004","5363.59704"
"BEL","Bélgica","2005","5293.67840"
"BEL","Bélgica","2006","5403.72522"
"BEL","Bélgica","2007","5429.72231"
"BEL","Bélgica","2008","5370.23851"
"BEL","Bélgica","2009","5474.49357"
"BEL","Bélgica","2010","5365.43293"
"BEL","Bélgica","2011","5389.00154"
"BEL","Bélgica","2012","5403.85030"
"BEL","Bélgica","2013","5486.69305"
"BEL","Bélgica","2014","5490.45786"
"BEL","Bélgica","2015","5538.60325"
"BEL","Bélgica","2016","5462.36436"
"BEL","Bélgica","2017","5438.77452"
"BEL","Bélgica","2018","5353.48827"
"BEL","Bélgica","2019","5394.42480"
"BEL","Bélgica","2020","5318.51010"
"BEL","Bélgica","2021","5397.27437"
"CAN","Canadá","1970","2968.43632"
"CAN","Canadá","1971","3082.91979"
"CAN","Canadá","1972","3169.11532"
"CAN","Canadá","1973","3200.66048"
"CAN","Canadá","1974","3290.94113"
"CAN","Canadá","1975","3398.20737"
"CAN","Canadá","1976","3432.11120"
"CAN","Canadá","1977","3455.01342"
"CAN","Canadá","1978","3349.86219"
"CAN","Canadá","1979","3305.17453"
"CAN","Canadá","1980","3281.04421"
"CAN","Canadá","1981","3264.06933"
"CAN","Canadá","1982","3271.75517"
"CAN","Canadá","1983","3228.52664"
"CAN","Canadá","1984","3253.36704"
"CAN","Canadá","1985","3304.32517"
"CAN","Canadá","1986","3248.93360"
"CAN","Canadá","1987","3280.07757"
"CAN","Canadá","1988","3353.93813"
"CAN","Canadá","1989","3365.41176"
"CAN","Canadá","1990","3366.99005"
"CAN","Canadá","1991","3350.02681"
"CAN","Canadá","1992","3425.70353"
"CAN","Canadá","1993","3425.93682"
"CAN","Canadá","1994","3446.83662"
"CAN","Canadá","1995","3417.58779"
"CAN","Canadá","1996","3437.72166"
"CAN","Canadá","1997","3511.98953"
"CAN","Canadá","1998","3591.60464"
"CAN","Canadá","1999","3611.78076"
"CAN","Canadá","2000","3705.64434"
"CAN","Canadá","2001","3690.47286"
"CAN","Canadá","2002","3658.05169"
"CAN","Canadá","2003","3616.50216"
"CAN","Canadá","2004","3679.69258"
"CAN","Canadá","2005","3750.03741"
"CAN","Canadá","2006","3838.40959"
"CAN","Canadá","2007","3906.83588"
"CAN","Canadá","2008","3929.71852"
"CAN","Canadá","2009","3961.35102"
"CAN","Canadá","2010","3947.83867"
"CAN","Canadá","2011","3972.63940"
"CAN","Canadá","2012","4035.01531"
"CAN","Canadá","2013","4122.02969"
"CAN","Canadá","2014","4175.25503"
"CAN","Canadá","2015","4211.46005"
"CAN","Canadá","2016","4125.31585"
"CAN","Canadá","2017","4134.71161"
"CAN","Canadá","2018","4188.63649"
"CAN","Canadá","2019","4185.42682"
"CAN","Canadá","2020","4353.85676"
"CAN","Canadá","2021","4349.86668"
"CZE","Chequia","1993","1621.34945"
"CZE","Chequia","1994","1739.53427"
"CZE","Chequia","1995","1799.35475"
"CZE","Chequia","1996","1945.16101"
"CZE","Chequia","1997","1972.24504"
"CZE","Chequia","1998","1892.36515"
"CZE","Chequia","1999","1970.95940"
"CZE","Chequia","2000","2051.97562"
"CZE","Chequia","2001","2120.39876"
"CZE","Chequia","2002","2233.58352"
"CZE","Chequia","2003","2400.41998"
"CZE","Chequia","2004","2527.71522"
"CZE","Chequia","2005","2590.88223"
"CZE","Chequia","2006","2679.63884"
"CZE","Chequia","2007","2775.55585"
"CZE","Chequia","2008","2749.74284"
"CZE","Chequia","2009","2695.40305"
"CZE","Chequia","2010","2764.98550"
"CZE","Chequia","2011","2791.98332"
"CZE","Chequia","2012","2773.72568"
"CZE","Chequia","2013","2714.90411"
"CZE","Chequia","2014","2790.52444"
"CZE","Chequia","2015","2861.93806"
"CZE","Chequia","2016","2946.36277"
"CZE","Chequia","2017","3086.53798"
"CZE","Chequia","2018","3266.69393"
"CZE","Chequia","2019","3411.20513"
"CZE","Chequia","2020","3404.10427"
"CZE","Chequia","2021","3455.73945"
"CHL","Chile","1995","1139.05619"
"CHL","Chile","1996","1139.07986"
"CHL","Chile","1997","1218.83103"
"CHL","Chile","1998","1278.77339"
"CHL","Chile","1999","1345.49000"
"CHL","Chile","2000","1344.28083"
"CHL","Chile","2001","1381.96525"
"CHL","Chile","2002","1400.87017"
"CHL","Chile","2003","1422.63761"
"CHL","Chile","2004","1393.02651"
"CHL","Chile","2005","1380.59329"
"CHL","Chile","2006","1414.66284"
"CHL","Chile","2007","1448.14715"
"CHL","Chile","2008","1474.68559"
"CHL","Chile","2009","1611.17838"
"CHL","Chile","2010","1826.30358"
"CHL","Chile","2011","1876.62834"
"CHL","Chile","2012","1943.59695"
"CHL","Chile","2013","2000.53993"
"CHL","Chile","2014","2008.86186"
"CHL","Chile","2015","2006.10973"
"CHL","Chile","2016","2085.98717"
"CHL","Chile","2017","2021.31200"
"CHL","Chile","2018","2119.66805"
"CHL","Chile","2019","2141.40755"
"CHL","Chile","2020","2207.07166"
"CHL","Chile","2021","2320.49429"
"COL","Colombia","2001","1227.70864"
"COL","Colombia","2002","1217.43232"
"COL","Colombia","2003","1185.92384"
"COL","Colombia","2004","1252.20636"
"COL","Colombia","2005","1238.12675"
"COL","Colombia","2006","1297.13939"
"COL","Colombia","2007","1336.68555"
"COL","Colombia","2008","1470.11332"
"COL","Colombia","2009","1521.02631"
"COL","Colombia","2010","1563.80135"
"COL","Colombia","2011","1586.10450"
"COL","Colombia","2012","1616.78101"
"COL","Colombia","2013","1655.86995"
"COL","Colombia","2014","1673.25033"
"COL","Colombia","2015","1684.99149"
"COL","Colombia","2016","1655.97462"
"COL","Colombia","2017","1688.26624"
"COL","Colombia","2018","1763.60694"
"COL","Colombia","2019","1793.79708"
"COL","Colombia","2020","2054.13406"
"COL","Colombia","2021","2047.00762"
"KOR","Corea del Sur","1970","451.15484"
"KOR","Corea del Sur","1971","468.67153"
"KOR","Corea del Sur","1972","499.65422"
"KOR","Corea del Sur","1973","609.70146"
"KOR","Corea del Sur","1974","620.24271"
"KOR","Corea del Sur","1975","627.29720"
"KOR","Corea del Sur","1976","711.62012"
"KOR","Corea del Sur","1977","786.92949"
"KOR","Corea del Sur","1978","897.99667"
"KOR","Corea del Sur","1979","978.52853"
"KOR","Corea del Sur","1980","963.24075"
"KOR","Corea del Sur","1981","960.59710"
"KOR","Corea del Sur","1982","1007.61829"
"KOR","Corea del Sur","1983","1126.02020"
"KOR","Corea del Sur","1984","1191.64858"
"KOR","Corea del Sur","1985","1217.96327"
"KOR","Corea del Sur","1986","1324.35362"
"KOR","Corea del Sur","1987","1416.94743"
"KOR","Corea del Sur","1988","1556.73539"
"KOR","Corea del Sur","1989","1620.36920"
"KOR","Corea del Sur","1990","1739.90437"
"KOR","Corea del Sur","1991","1857.31627"
"KOR","Corea del Sur","1992","1959.89800"
"KOR","Corea del Sur","1993","2121.42858"
"KOR","Corea del Sur","1994","2244.24395"
"KOR","Corea del Sur","1995","2478.72759"
"KOR","Corea del Sur","1996","2648.93829"
"KOR","Corea del Sur","1997","2645.22213"
"KOR","Corea del Sur","1998","2556.50708"
"KOR","Corea del Sur","1999","2631.08091"
"KOR","Corea del Sur","2000","2677.16000"
"KOR","Corea del Sur","2001","2773.14340"
"KOR","Corea del Sur","2002","2864.57920"
"KOR","Corea del Sur","2003","2965.31902"
"KOR","Corea del Sur","2004","3001.34518"
"KOR","Corea del Sur","2005","3082.52228"
"KOR","Corea del Sur","2006","3120.39146"
"KOR","Corea del Sur","2007","3180.21025"
"KOR","Corea del Sur","2008","3165.12882"
"KOR","Corea del Sur","2009","3160.35988"
"KOR","Corea del Sur","2010","3178.73312"
"KOR","Corea del Sur","2011","3172.14830"
"KOR","Corea del Sur","2012","3197.76320"
"KOR","Corea del Sur","2013","3250.03453"
"KOR","Corea del Sur","2014","3284.64304"
"KOR","Corea del Sur","2015","3404.62162"
"KOR","Corea del Sur","2016","3485.59292"
"KOR","Corea del Sur","2017","3537.69376"
"KOR","Corea del Sur","2018","3643.74001"
"KOR","Corea del Sur","2019","3752.57732"
"KOR","Corea del Sur","2020","3843.40905"
"KOR","Corea del Sur","2021","3897.83798"
"CRI","Costa Rica","1991","1035.89794"
"CRI","Costa Rica","1992","1062.65097"
"CRI","Costa Rica","1993","1134.35951"
"CRI","Costa Rica","1994","1376.46196"
"CRI","Costa Rica","1995","1354.47958"
"CRI","Costa Rica","1996","1367.00786"
"CRI","Costa Rica","1997","1365.84147"
"CRI","Costa Rica","1998","1385.05912"
"CRI","Costa Rica","1999","1446.93708"
"CRI","Costa Rica","2000","1471.44570"
"CRI","Costa Rica","2001","1511.87263"
"CRI","Costa Rica","2002","1526.96657"
"CRI","Costa Rica","2003","1478.30823"
"CRI","Costa Rica","2004","1482.69596"
"CRI","Costa Rica","2005","1353.42518"
"CRI","Costa Rica","2006","1401.80047"
"CRI","Costa Rica","2007","1383.08279"
"CRI","Costa Rica","2008","1436.23777"
"CRI","Costa Rica","2009","1634.92070"
"CRI","Costa Rica","2010","1706.63130"
"CRI","Costa Rica","2011","1819.00330"
"CRI","Costa Rica","2012","1791.70317"
"CRI","Costa Rica","2013","1872.93312"
"CRI","Costa Rica","2014","1891.95790"
"CRI","Costa Rica","2015","2029.76333"
"CRI","Costa Rica","2016","2169.15872"
"CRI","Costa Rica","2017","2192.38671"
"CRI","Costa Rica","2018","2236.28276"
"CRI","Costa Rica","2019","2289.67210"
"CRI","Costa Rica","2020","2540.94900"
"CRI","Costa Rica","2021","2529.76647"
"DNK","Dinamarca","1969","2686.82990"
"DNK","Dinamarca","1970","2794.72576"
"DNK","Dinamarca","1971","2939.61974"
"DNK","Dinamarca","1972","2969.21995"
"DNK","Dinamarca","1973","3081.81245"
"DNK","Dinamarca","1974","3170.45249"
"DNK","Dinamarca","1975","3297.28146"
"DNK","Dinamarca","1976","3425.15777"
"DNK","Dinamarca","1977","3350.69965"
"DNK","Dinamarca","1978","3370.42050"
"DNK","Dinamarca","1979","3265.83428"
"DNK","Dinamarca","1980","3162.95699"
"DNK","Dinamarca","1981","3169.57336"
"DNK","Dinamarca","1982","3257.93020"
"DNK","Dinamarca","1983","3288.92520"
"DNK","Dinamarca","1984","3178.78850"
"DNK","Dinamarca","1985","3180.87234"
"DNK","Dinamarca","1986","3147.20505"
"DNK","Dinamarca","1987","3294.39214"
"DNK","Dinamarca","1988","3237.27406"
"DNK","Dinamarca","1989","3290.40967"
"DNK","Dinamarca","1990","3320.44353"
"DNK","Dinamarca","1991","3352.85218"
"DNK","Dinamarca","1992","3372.05177"
"DNK","Dinamarca","1993","3440.79554"
"DNK","Dinamarca","1994","3489.69554"
"DNK","Dinamarca","1995","3471.44333"
"DNK","Dinamarca","1996","3540.63340"
"DNK","Dinamarca","1997","3566.74820"
"DNK","Dinamarca","1998","3708.66610"
"DNK","Dinamarca","1999","3738.88355"
"DNK","Dinamarca","2000","3753.50253"
"DNK","Dinamarca","2001","3845.83419"
"DNK","Dinamarca","2002","3916.53927"
"DNK","Dinamarca","2003","3952.33848"
"DNK","Dinamarca","2004","3973.34375"
"DNK","Dinamarca","2005","4072.71995"
"DNK","Dinamarca","2006","4162.28707"
"DNK","Dinamarca","2007","4350.97367"
"DNK","Dinamarca","2008","4430.93146"
"DNK","Dinamarca","2009","4519.01124"
"DNK","Dinamarca","2010","4525.37993"
"DNK","Dinamarca","2011","4463.53279"
"DNK","Dinamarca","2012","4441.69730"
"DNK","Dinamarca","2013","4487.79005"
"DNK","Dinamarca","2014","4514.56717"
"DNK","Dinamarca","2015","4550.22463"
"DNK","Dinamarca","2016","4595.74276"
"DNK","Dinamarca","2017","4621.25120"
"DNK","Dinamarca","2018","4647.40906"
"DNK","Dinamarca","2019","4709.42395"
"DNK","Dinamarca","2020","4811.40525"
"DNK","Dinamarca","2021","4936.82821"
"SVK","Eslovaquia","1994","1278.88248"
"SVK","Eslovaquia","1995","1381.89117"
"SVK","Eslovaquia","1996","1450.36068"
"SVK","Eslovaquia","1997","1582.69220"
"SVK","Eslovaquia","1998","1626.18854"
"SVK","Eslovaquia","1999","1579.81254"
"SVK","Eslovaquia","2000","1590.32325"
"SVK","Eslovaquia","2001","1562.70750"
"SVK","Eslovaquia","2002","1644.96668"
"SVK","Eslovaquia","2003","1632.14085"
"SVK","Eslovaquia","2004","1636.63284"
"SVK","Eslovaquia","2005","1727.18061"
"SVK","Eslovaquia","2006","1749.42434"
"SVK","Eslovaquia","2007","1841.74569"
"SVK","Eslovaquia","2008","1870.87264"
"SVK","Eslovaquia","2009","1917.21315"
"SVK","Eslovaquia","2010","2019.84356"
"SVK","Eslovaquia","2011","2032.60209"
"SVK","Eslovaquia","2012","1997.69540"
"SVK","Eslovaquia","2013","2012.37467"
"SVK","Eslovaquia","2014","2065.29681"
"SVK","Eslovaquia","2015","2142.47226"
"SVK","Eslovaquia","2016","2208.72725"
"SVK","Eslovaquia","2017","2309.84207"
"SVK","Eslovaquia","2018","2396.59886"
"SVK","Eslovaquia","2019","2506.78893"
"SVK","Eslovaquia","2020","2554.54666"
"SVK","Eslovaquia","2021","2590.53634"
"SVN","Eslovenia","1995","2408.16367"
"SVN","Eslovenia","1996","2526.48937"
"SVN","Eslovenia","1997","2552.62229"
"SVN","Eslovenia","1998","2556.38668"
"SVN","Eslovenia","1999","2660.32344"
"SVN","Eslovenia","2000","2661.81317"
"SVN","Eslovenia","2001","2755.81133"
"SVN","Eslovenia","2002","2789.22343"
"SVN","Eslovenia","2003","2828.18593"
"SVN","Eslovenia","2004","2865.47249"
"SVN","Eslovenia","2005","2927.57586"
"SVN","Eslovenia","2006","3061.40780"
"SVN","Eslovenia","2007","3155.60420"
"SVN","Eslovenia","2008","3186.77631"
"SVN","Eslovenia","2009","3260.46662"
"SVN","Eslovenia","2010","3334.83428"
"SVN","Eslovenia","2011","3345.61211"
"SVN","Eslovenia","2012","3205.40552"
"SVN","Eslovenia","2013","3165.06304"
"SVN","Eslovenia","2014","3244.83749"
"SVN","Eslovenia","2015","3268.90809"
"SVN","Eslovenia","2016","3364.91915"
"SVN","Eslovenia","2017","3384.14999"
"SVN","Eslovenia","2018","3518.76189"
"SVN","Eslovenia","2019","3656.21131"
"SVN","Eslovenia","2020","3723.97727"
"SVN","Eslovenia","2021","4084.51898"
"ESP","España","1972","2822.64281"
"ESP","España","1973","3012.74465"
"ESP","España","1974","3159.74005"
"ESP","España","1975","3253.09618"
"ESP","España","1976","3361.82298"
"ESP","España","1977","3376.07670"
"ESP","España","1978","3499.74550"
"ESP","España","1979","3588.39714"
"ESP","España","1980","3627.22527"
"ESP","España","1981","3651.82586"
"ESP","España","1982","3637.91972"
"ESP","España","1983","3713.13462"
"ESP","España","1984","3715.03753"
"ESP","España","1985","3718.61647"
"ESP","España","1986","3720.41176"
"ESP","España","1987","3805.52567"
"ESP","España","1988","3874.19032"
"ESP","España","1989","3897.02673"
"ESP","España","1990","4043.42368"
"ESP","España","1991","4223.80465"
"ESP","España","1992","4476.87222"
"ESP","España","1993","4661.51795"
"ESP","España","1994","4621.53813"
"ESP","España","1995","4531.38492"
"ESP","España","1996","4458.11574"
"ESP","España","1997","4503.69241"
"ESP","España","1998","4507.02750"
"ESP","España","1999","4397.39442"
"ESP","España","2000","4324.23374"
"ESP","España","2001","4250.70720"
"ESP","España","2002","4170.12260"
"ESP","España","2003","4086.43555"
"ESP","España","2004","4067.83359"
"ESP","España","2005","3996.54759"
"ESP","España","2006","4014.30695"
"ESP","España","2007","4068.01225"
"ESP","España","2008","4209.60574"
"ESP","España","2009","4366.51237"
"ESP","España","2010","4342.60560"
"ESP","España","2011","4153.04849"
"ESP","España","2012","4016.16918"
"ESP","España","2013","3983.78257"
"ESP","España","2014","3979.53772"
"ESP","España","2015","4025.45490"
"ESP","España","2016","3999.17441"
"ESP","España","2017","3951.23104"
"ESP","España","2018","3920.63617"
"ESP","España","2019","4025.58172"
"ESP","España","2020","4007.97099"
"ESP","España","2021","3965.31371"
"USA","Estados Unidos","1929","1881.73406"
"USA","Estados Unidos","1930","1880.60504"
"USA","Estados Unidos","1931","1908.07931"
"USA","Estados Unidos","1932","1845.29329"
"USA","Estados Unidos","1933","1763.54092"
"USA","Estados Unidos","1934","1788.14805"
"USA","Estados Unidos","1935","1828.35166"
"USA","Estados Unidos","1936","1915.75437"
"USA","Estados Unidos","1937","2003.02420"
"USA","Estados Unidos","1938","1990.88137"
"USA","Estados Unidos","1939","2087.87401"
"USA","Estados Unidos","1940","2149.98732"
