"ppg_label","programa_desc","porcentaje","nuevo_programa_desc"
"No PPG","Innovacion y Desarrollo de la Formacion Tecnologica",0.0226916883577064,"otros"
"No PPG","Integracion Socio Urbana",0.00607910338453687,"otros"
"No PPG","Interceptacion y Captacion de las Comunicaciones",0.0143405346422825,"otros"
"No PPG","Inversiones con Financiamiento Internacional",0.000612156720112027,"otros"
"No PPG","Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",0.155246369811989,"otros"
"No PPG","Investigacion de Accidentes y Promocion de la Seguridad",0.0128758451333868,"otros"
"No PPG","Investigacion de la Flora, Fauna y Gea",0.00750037506856137,"otros"
"No PPG","Investigacion Fundamental e Innovaciones Tecnologicas - IFIT",0.0279776450121153,"otros"
"No PPG","Investigacion y Aplicaciones no Nucleares",0.010132354004439,"otros"
"No PPG","Investigacion y Desarrollo de los Laboratorios de Produccion Publica",0.000266320291359862,"otros"
"No PPG","Investigacion y Desarrollo de Medios de Acceso al Espacio",0.0126823256582329,"otros"
"No PPG","Investigacion y Desarrollo Pesquero",0.0167043274681854,"otros"
"No PPG","Investigacion, Prevencion, Deteccion Temprana y Tratamiento del Cancer",0.00489204147341346,"otros"
"No PPG","Investigaciones en Ciencia y Tecnica en el Atlantico Sur: Pampa Azul",0.000240292014933689,"otros"
"No PPG","Justicia de Casacion",0.0466091087553058,"otros"
"No PPG","Justicia de Maxima Instancia",0.0499155900207023,"otros"
"No PPG","Justicia Federal",0.618251193977269,"Justicia Federal"
"No PPG","Justicia Ordinaria de la Ciudad Autonoma de Buenos Aires",0.397952295143054,"otros"
"No PPG","Legitimar y Reconstruir Juventudes",0.00273753543341476,"otros"
"No PPG","Logistica de la Defensa",0.00917873035800766,"otros"
"No PPG","Mandamientos y Notificaciones",0.0244773772262014,"otros"
"No PPG","Mantenimiento y Promocion de las Relaciones Economicas Internacionales",0.0189352052195628,"otros"
"No PPG","Mantenimiento y Reparacion de Obras de Arte",0.00137028769261328,"otros"
"No PPG","Mantenimiento, Produccion y Soporte Logistico para la Defensa - Fondo Nacional de la Defensa 'FONDEF'",0.0108677893251224,"otros"
"No PPG","Mejoramiento de la Calidad Educativa",0.00304618839696645,"otros"
"No PPG","Metrologia, Desarrollo e Innovacion en Procesos Industriales",0.0504294093810222,"otros"
"No PPG","Misiones Humanitarias y de Paz para Organismos Internacionales",0.0042276011172654,"otros"
"No PPG","Monitoreo e Implementacion del Nuevo Codigo Procesal Penal de la Nacion",0,"otros"
"No PPG","Operaciones Complementarias de Seguridad Interior",0.336536819710848,"otros"
"No PPG","Operaciones de Seguridad Interior",0.0230739851158356,"otros"
"No PPG","Otras Asistencias Financieras",0,"otros"
"No PPG","Pension Universal para el Adulto Mayor",0.477462483107809,"otros"
"No PPG","Pensiones No Contributivas (Decreto N° 746/2017)",0.131154999396179,"Pensiones No Contributivas (Decreto N° 746/2017)"
"No PPG","Pensiones no Contributivas por Invalidez Laborativa",3.51323085051993,"Pensiones no Contributivas por Invalidez Laborativa"
"No PPG","Pericias Judiciales",0.037029249411333,"otros"
"No PPG","Plan Federal de Turismo Social",0.00695352066527766,"otros"
"No PPG","Plan Nacional de Proteccion Social",0.0011330255447869,"otros"
"No PPG","Planeamiento Militar Conjunto",0.00526674489821308,"otros"
"No PPG","Planeamiento y Conduccion de Operaciones y de Adiestramiento Militar Conjunto",0.00378902845913825,"otros"
"No PPG","Planeamiento y Politicas en Ciencia Tecnologia e Innovacion",0.000162247694850996,"otros"
"No PPG","Planificacion Territorial de la Inversion Publica",9.92398790462568e-05,"otros"
"No PPG","Planificacion y Desarrollo Territorial",0.0959228237362569,"otros"
"No PPG","Planificacion, Control, Regulacion, Estudios, Investigaciones y Fiscalizacion de la Politica de Salud",0.00116726759535478,"otros"
"No PPG","Planificacion, Formulacion y Ejecucion de Politicas de Conservacion en Areas Naturales Protegidas",0.000885590213937533,"otros"
"No PPG","Policia de Seguridad de la Navegacion",0.384722384884744,"otros"
"No PPG","Politica Ambiental en Recursos Naturales",0.00329618474175416,"otros"
"No PPG","Politica Criminal",0.00654211330066727,"otros"
"No PPG","Politicas Alimentarias",2.21857135946351,"Politicas Alimentarias"
"No PPG","Politicas de Instrumento de Financiamiento para el Sector Agropecuario",0,"otros"
"No PPG","Politicas Federales para la Promocion de los Derechos de Niños y Adolescentes",0.00756224850612945,"otros"
"No PPG","Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible",0.010345052065588,"otros"
"No PPG","Politicas para la Gestion del Riesgo Agropecuario",0.000557701511374179,"otros"
"No PPG","Prestaciones de Prevision Social",1.59830430183524,"Prestaciones de Prevision Social"
"No PPG","Prestaciones Previsionales",19.2939051104401,"Prestaciones Previsionales"
"No PPG","Prevencion del Lavado de Activos",0.00846320119709712,"otros"
"No PPG","Prevencion Sismica",0.0020781047234703,"otros"
"No PPG","Prevencion y Control de Discapacidades",0.00379367693127335,"otros"
"No PPG","Prevencion y Control de Enfermedades Cronicas no Transmisibles",0.0482230588369825,"otros"
"No PPG","Prevencion y Control de Enfermedades Endemicas",0.00251590234906065,"otros"
"No PPG","Prevencion y Control de Enfermedades Transmisibles e Inmunoprevenibles",0.234357071712463,"otros"
"No PPG","Prevencion y Tratamiento de Patologias Especificas",0.000377072156217824,"otros"
"No PPG","Prevencion, Control e Investigacion de Patologias en Salud",0.0415417360426744,"otros"
"No PPG","Prevencion, Estadisticas e Investigacion sobre Consumos Problematicos",0.00206840153296701,"otros"
"No PPG","Produccion de Informacion Geologica de Base",0.00303903244796268,"otros"
"No PPG","Produccion Integral y Acceso al Habitat",0.106700552295038,"otros"
"No PPG","Programa de Articulacion Social del Area Metropolitana de Buenos Aires",0,"otros"
"No PPG","Programa de Desarrollo de Corredores Turisticos (BID Nº 2606/OC-AR)",0,"otros"
"No PPG","Programa de Fortalecimiento de la Informacion Social Estrategica",0,"otros"
"No PPG","Programa de Integracion Social y Fortalecimiento de la Ciudadania hacia el Desarrollo Humano",0,"otros"
"No PPG","Programa Federal de Infraestructura Deportiva",1.93970782999894e-07,"otros"
"No PPG","Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera",0,"otros"
"No PPG","Programa para la Equidad del Norte Grande",0,"otros"
"No PPG","Promocion  y  Financiamiento  de  Actividades  de  Ciencia, Tecnologia e Innovacion",0.0259166851412799,"otros"
"No PPG","Promocion de Acciones Juveniles",0,"otros"
"No PPG","Promocion de la Cooperacion Internacional",0.0018460246092474,"otros"
"No PPG","Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores",0.000284406282840449,"otros"
"No PPG","Promocion del Comercio y Produccion de Semillas",0.018313181045552,"otros"
"No PPG","Promocion del Modelo Social de la Discapacidad en Municipios",0,"otros"
"No PPG","Promocion del Turismo Receptivo Internacional",0.00657994456141477,"otros"
"No PPG","Promocion e Integracion Cultural",0.00639075909221942,"otros"
"No PPG","Promocion Internacional de los Derechos Humanos",0.000738486248127855,"otros"
"No PPG","Promocion Turistica",0.00563163908857861,"otros"
"No PPG","Promocion y Asistencia a Espacios de Primera Infancia",0.00789247931035462,"otros"
"No PPG","Promocion y Defensa de los Derechos Humanos",0.0135160956468728,"otros"
"No PPG","Promocion y Gestion del Cambio Climatico y el Desarrollo Sostenible",0.0018884013722834,"otros"
"No PPG","Promocion y Proteccion de los Derechos de Adultos Mayores",0.00709482214637654,"otros"
"No PPG","Promocion y Seguimiento de la Comunicacion Audiovisual",0,"otros"
"No PPG","Promocion, Investigacion, Financiamiento, Innovacion y Divulgacion en Ciencia y Tecnica",0.0329169883997436,"otros"
"No PPG","Proteccion de los Derechos de la Propiedad Industrial",0.011202069998979,"otros"
"No PPG","Proteccion de los Derechos del Interno Penitenciario",0.0147681885916879,"otros"
"No PPG","Proyectos Especiales en Seguridad Publica",0.026669235259506,"otros"
"No PPG","Recuperacion Sustentable de Paisajes y Medios de Vida en Argentina (BIRF N° 9335-AR y PROGREEN Nº TF0B7681)",0.00236236000780114,"otros"
"No PPG","Registro y Sostenimiento de Cultos",0.00192409458817277,"otros"
"No PPG","Regulacion de la Ablacion e Implantes",0.0331599305130442,"otros"
"No PPG","Regulacion del Transporte y Distribucion  de Gas",0.0536332215789894,"otros"
"No PPG","Regulacion y Contralor del Mercado Electrico",0.0147617625693266,"otros"
"No PPG","Regulacion y Control del Sistema de Salud",0.00591173875663558,"otros"
"No PPG","Regulacion y Control Registral",0.0069836868619749,"otros"
"No PPG","Regulacion y Fiscalizacion de las Actividades Nucleares",0.0143219699477877,"otros"
"No PPG","Regulacion, Fiscalizacion  y Administracion de la Aviacion Civil",0.0522009082231878,"otros"
"No PPG","Regularizacion del Trabajo",0.00588393928312917,"otros"
"No PPG","Relaciones con la Sociedad Civil y Desarrollo Comunitario",4.4415515676293e-06,"otros"
"No PPG","Relaciones con las Provincias y Desarrollo Regional",0.0779319171182616,"otros"
"No PPG","Remonta y Veterinaria",0.0209996820100475,"otros"
"No PPG","Reparacion y Construccion de Puentes y Alcantarillas",0.00267304435638809,"otros"
"No PPG","Repavimentacion de Rutas Nacionales",0.0063987495905499,"otros"
"No PPG","Representacion Notarial del Estado",9.19133204500065e-05,"otros"
"No PPG","Representacion, Defensa y Curatela Publica Oficial",0.222809383552629,"otros"
"No PPG","Resolucion de Cuestiones Dudosas y Litigiosas",0.0115394337808731,"otros"
"No PPG","Respuesta al VIH, Infecciones de Transmision Sexual, Hepatitis Virales, Tuberculosis y Lepra",0.019842122858577,"otros"
"No PPG","Revision de Cuentas Nacionales",0.000302917978480996,"otros"
"No PPG","Sanidad Militar Conjunta",0.000337854879657069,"otros"
"No PPG","Sanidad Naval",0.0513325146192289,"otros"
"No PPG","Sastreria Militar",0.0020122018387982,"otros"
"No PPG","Seguimiento de Contratos de Participacion Publico-Privada",2.33431544600776e-05,"otros"
"No PPG","Seguimiento y Control de la Gestion de Contratacion y Pago de la Deuda Exterior de la Nacion",0,"otros"
"No PPG","Seguimiento y Control del Ministerio Publico de la Nacion (Ley N° 24.946,27.148 y 27.149)",3.77006221688945e-05,"otros"
"No PPG","Seguridad Aeroportuaria",0.125836073689117,"otros"
"No PPG","Seguridad en Eventos Deportivos",0.000507921189098888,"otros"
"No PPG","Seguridad en Fronteras",0.352945790111704,"otros"
"No PPG","Seguridad Federal",0.476041985674647,"otros"
"No PPG","Seguridad y Rehabilitacion del Interno",0.299212268389233,"otros"
"No PPG","Seguro de Desempleo",0.275825210859152,"otros"
"No PPG","Servicio de Bomberos",0.0359457859799403,"otros"
"No PPG","Servicio de Informatica y Comunicaciones para la Navegacion",0.00867688361685082,"otros"
"No PPG","Servicio de Investigacion de Delitos Complejos y Operaciones Antidrogas",0.0865156446854957,"otros"
"No PPG","Servicio Estadistico",0.0149759052595465,"otros"
"No PPG","Servicio Meteorologico Nacional",0.00395529617290383,"otros"
"No PPG","Servicios  de Hidrografia",0.00435801436156085,"otros"
"No PPG","Servicios de Informatica y Comunicaciones",0.0270216900750548,"otros"
"No PPG","Servicios de la Biblioteca Nacional",0.0244637492603895,"otros"
"No PPG","Servicios de la Deuda",0.00387532626989732,"otros"
"No PPG","Servicios de Meteorologia Nacional",0.0218537571596265,"otros"
"No PPG","Sistema de Areas Marinas Protegidas",0.000514539227075584,"otros"
"No PPG","Sistema Nacional de Prevencion de la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes",0.00350574334974654,"otros"
"No PPG","Sosten Logistico Antartico",0.0281066595238653,"otros"
"No PPG","Sostenimiento Operacional",0.00811726867719994,"otros"
"No PPG","Suministros y Tecnologia del Ciclo de Combustible Nuclear",0.0125702467599954,"otros"
"No PPG","Tasacion de Bienes",0.00302080918094319,"otros"
"No PPG","Transferencias Varias",0.469144448531963,"otros"
"No PPG","Transferencias y Contribuciones a la Seguridad Social y Organismos Descentralizados",1.20868129482489,"Transferencias y Contribuciones a la Seguridad Social y Organismos Descentralizados"
"No PPG","Transporte Aereo de Fomento",0.00539050566253729,"otros"
"No PPG","Transportes Navales",0.00503668184413864,"otros"
"PPG","Acciones de Formacion, Investigacion y Politicas Culturales para la Igualdad (PPG)",0.000882815357050937,"otros"
"PPG","Acciones de Inclusion Social",0.538894475438896,"Acciones de Inclusion Social"
"PPG","Acciones Diplomaticas de Politica Exterior",0,"otros"
"PPG","Acciones para la Promocion y Proteccion Integral de los Derechos de Niños, Niñas y Adolescentes",0.00579168991064333,"otros"
"PPG","Actividades Centrales",0.0116498677337623,"Actividades Centrales"
"PPG","Apoyo a la Implementacion de Politicas de Genero (PPG)",0.000693014492457481,"otros"
"PPG","Asignaciones Familiares",3.71986145033151,"Asignaciones Familiares"
"PPG","Cuotas y Contribuciones a Organismos Internacionales",0.000523681719180354,"otros"
"PPG","Desarrollo y Fomento de la Cultura Ciudadana y la Economia Creativa",0,"otros"
"PPG","Fomento y Apoyo Economico a Bibliotecas Populares",0.00286729333007047,"otros"
"PPG","Formulacion de Politicas contra la Violencia por Razones de Genero (PPG)",0.0279294522461077,"otros"
"PPG","Formulacion de Politicas de Igualdad y Diversidad (PPG)",0.00161834246400367,"otros"
"PPG","Formulacion y Ejecucion de Politicas Economicas",1.79968073572534e-05,"otros"
"PPG","Pensiones No Contributivas (Decreto N° 746/2017)",0.708673479723742,"Pensiones No Contributivas (Decreto N° 746/2017)"
"PPG","Politicas Federales para la Promocion de los Derechos de Niños y Adolescentes",0,"otros"
"PPG","Prestaciones Previsionales",11.8163460086219,"Prestaciones Previsionales"
"PPG","Promocion e Integracion Cultural",0,"otros"
